Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2017;21;ARQUITETURA E URBANISMO;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;44;Educação Presencial;5103403;Cuiabá;MT;44;43;40;0,9302;0,6037;2,6969;3;
2017;21;ARQUITETURA E URBANISMO;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;132;Educação Presencial;5300108;Brasília;DF;141;128;97;0,7578;0,2739;2,5062;3;
2017;21;ARQUITETURA E URBANISMO;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;1138293;Educação Presencial;5300108;Brasília;DF;123;110;84;0,7636;-0,6979;1,9444;2;
2017;21;ARQUITETURA E URBANISMO;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;99444;Educação Presencial;2803609;Laranjeiras;SE;42;31;24;0,7742;1,4071;3,1613;4;
2017;21;ARQUITETURA E URBANISMO;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;122640;Educação Presencial;1302603;Manaus;AM;64;50;50;1,0000;-0,6806;1,9544;3;
2017;21;ARQUITETURA E URBANISMO;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;517;Educação Presencial;2211001;Teresina;PI;91;82;81;0,9878;-0,6571;1,9680;3;
2017;21;ARQUITETURA E URBANISMO;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;112596;Educação Presencial;3146107;Ouro Preto;MG;45;43;39;0,9070;0,4456;2,6055;3;
2017;21;ARQUITETURA E URBANISMO;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;704;Educação Presencial;3171303;Viçosa;MG;48;46;46;1,0000;0,0087;2,3529;3;
2017;21;ARQUITETURA E URBANISMO;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;750;Educação Presencial;4113700;Londrina;PR;69;65;63;0,9692;-3,3805;0,3936;1;
2017;21;ARQUITETURA E URBANISMO;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;864;Educação Presencial;4106902;Curitiba;PR;201;182;159;0,8736;-0,2777;2,1873;3;
2017;21;ARQUITETURA E URBANISMO;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Universidade;Privada sem fins lucrativos;52971;Educação Presencial;2611606;Recife;PE;81;67;61;0,9104;-0,0471;2,3206;3;
2017;21;ARQUITETURA E URBANISMO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1140;Educação Presencial;4305108;Caxias do Sul;RS;145;139;70;0,5036;0,7803;2,7990;3;
2017;21;ARQUITETURA E URBANISMO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1181260;Educação Presencial;4302105;Bento Gonçalves;RS;4;4;2;0,5000;-3,1263;0,5405;1;
2017;21;ARQUITETURA E URBANISMO;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1237;Educação Presencial;4318705;São Leopoldo;RS;179;169;102;0,6036;-0,2450;2,2062;3;
2017;21;ARQUITETURA E URBANISMO;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Universidade;Privada sem fins lucrativos;1276952;Educação Presencial;3303906;Petrópolis;RJ;43;38;23;0,6053;1,1568;3,0166;4;
2017;21;ARQUITETURA E URBANISMO;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;18374;Educação Presencial;3170206;Uberlândia;MG;69;64;57;0,8906;-0,4669;2,0780;3;
2017;21;ARQUITETURA E URBANISMO;18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Universidade;Privada sem fins lucrativos;1534;Educação Presencial;4314407;Pelotas;RS;64;62;50;0,8065;-0,5200;2,0472;3;
2017;21;ARQUITETURA E URBANISMO;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1634;Educação Presencial;3509502;Campinas;SP;182;172;160;0,9302;-0,1129;2,2826;3;
2017;21;ARQUITETURA E URBANISMO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1786;Educação Presencial;4314100;Passo Fundo;RS;139;132;119;0,9015;-0,0489;2,3196;3;
2017;21;ARQUITETURA E URBANISMO;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;18056;Educação Presencial;4314902;Porto Alegre;RS;114;105;78;0,7429;-0,1584;2,2563;3;
2017;21;ARQUITETURA E URBANISMO;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Universidade;Privada sem fins lucrativos;2016;Educação Presencial;3550308;São Paulo;SP;371;346;309;0,8931;0,2247;2,4778;3;
2017;21;ARQUITETURA E URBANISMO;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;41780;Educação Presencial;4313409;Novo Hamburgo;RS;93;86;38;0,4419;-0,4248;2,1023;3;
2017;21;ARQUITETURA E URBANISMO;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;112414;Educação Presencial;4209409;Laguna;SC;97;93;82;0,8817;0,2168;2,4732;3;
2017;21;ARQUITETURA E URBANISMO;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pública Estadual;21866;Educação Presencial;5201108;Anápolis;GO;101;100;96;0,9600;0,0354;2,3684;3;
2017;21;ARQUITETURA E URBANISMO;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pública Estadual;18400;Educação Presencial;3509502;Campinas;SP;43;43;40;0,9302;-0,0102;2,3420;3;
2017;21;ARQUITETURA E URBANISMO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3202;Educação Presencial;3506003;Bauru;SP;68;66;65;0,9848;0,2636;2,5003;3;
2017;21;ARQUITETURA E URBANISMO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;66995;Educação Presencial;3541406;Presidente Prudente;SP;62;58;55;0,9483;0,9556;2,9003;3;
2017;21;ARQUITETURA E URBANISMO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;21627;Educação Presencial;4115200;Maringá;PR;29;27;21;0,7778;3,3646;4,2930;5;
2017;21;ARQUITETURA E URBANISMO;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;3681;Educação Presencial;4202404;Blumenau;SC;64;58;43;0,7414;0,0636;2,3846;3;
2017;21;ARQUITETURA E URBANISMO;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Universidade;Privada sem fins lucrativos;5001003;Educação Presencial;4209102;Joinville;SC;25;24;20;0,8333;-1,4418;1,5143;2;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;21000;Educação Presencial;4219507;Xanxerê;SC;35;24;22;0,9167;0,6782;2,7399;3;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;115790;Educação Presencial;4217204;São Miguel do Oeste;SC;48;36;28;0,7778;1,8670;3,4272;4;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1169147;Educação Presencial;4219309;Videira;SC;25;25;17;0,6800;-0,1548;2,2584;3;
2017;21;ARQUITETURA E URBANISMO;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Universidade;Privada sem fins lucrativos;3948;Educação Presencial;4202008;Balneário Camboriú;SC;129;125;86;0,6880;0,4659;2,6172;3;
2017;21;ARQUITETURA E URBANISMO;87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Centro Universitário;Privada sem fins lucrativos;1175164;Educação Presencial;4202909;Brusque;SC;22;22;15;0,6818;2,3642;3,7146;4;
2017;21;ARQUITETURA E URBANISMO;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Universidade;Pública Federal;122322;Educação Presencial;3162500;São João del Rei;MG;42;36;33;0,9167;-0,1130;2,2826;3;
2017;21;ARQUITETURA E URBANISMO;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Universidade;Privada sem fins lucrativos;19361;Educação Presencial;3503208;Araraquara;SP;60;40;36;0,9000;-0,3109;2,1681;3;
2017;21;ARQUITETURA E URBANISMO;125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Centro Universitário;Privada sem fins lucrativos;68190;Educação Presencial;3503307;Araras;SP;26;25;21;0,8400;1,2452;3,0678;4;
2017;21;ARQUITETURA E URBANISMO;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Universidade;Privada sem fins lucrativos;110808;Educação Presencial;3506003;Bauru;SP;125;121;105;0,8678;-0,3140;2,1664;3;
2017;21;ARQUITETURA E URBANISMO;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Centro Universitário;Privada sem fins lucrativos;19008;Educação Presencial;3543402;Ribeirão Preto;SP;43;41;29;0,7073;-0,6305;1,9834;3;
2017;21;ARQUITETURA E URBANISMO;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;4545;Educação Presencial;3170206;Uberlândia;MG;62;60;51;0,8500;-0,7888;1,8918;2;
2017;21;ARQUITETURA E URBANISMO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;4602;Educação Presencial;3170107;Uberaba;MG;77;71;55;0,7746;0,2132;2,4711;3;
2017;21;ARQUITETURA E URBANISMO;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;20300;Educação Presencial;3549805;São José do Rio Preto;SP;108;97;62;0,6392;0,1076;2,4101;3;
2017;21;ARQUITETURA E URBANISMO;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1107280;Educação Presencial;3552205;Sorocaba;SP;234;215;169;0,7860;0,1211;2,4179;3;
2017;21;ARQUITETURA E URBANISMO;162;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;Centro Universitário;Privada sem fins lucrativos;4887;Educação Presencial;3550308;São Paulo;SP;312;274;208;0,7591;-0,1102;2,2842;3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;4960;Educação Presencial;3304557;Rio de Janeiro;RJ;118;113;57;0,5044;0,3967;2,5772;3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1161243;Educação Presencial;3303302;Niterói;RJ;61;61;45;0,7377;-0,5820;2,0114;3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183749;Educação Presencial;3304557;Rio de Janeiro;RJ;67;66;39;0,5909;-0,5283;2,0424;3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1184923;Educação Presencial;3303906;Petrópolis;RJ;42;41;24;0,5854;-0,7629;1,9068;2;
2017;21;ARQUITETURA E URBANISMO;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;5480;Educação Presencial;3550308;São Paulo;SP;221;206;182;0,8835;0,2233;2,4770;3;
2017;21;ARQUITETURA E URBANISMO;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Centro Universitário;Privada sem fins lucrativos;5586;Educação Presencial;3543402;Ribeirão Preto;SP;121;116;96;0,8276;0,2876;2,5142;3;
2017;21;ARQUITETURA E URBANISMO;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;5778;Educação Presencial;3106200;Belo Horizonte;MG;82;73;49;0,6712;-0,4639;2,0797;3;
2017;21;ARQUITETURA E URBANISMO;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;111224;Educação Presencial;3106200;Belo Horizonte;MG;110;101;86;0,8515;-0,8153;1,8765;2;
2017;21;ARQUITETURA E URBANISMO;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;70356;Educação Presencial;3550308;São Paulo;SP;99;97;72;0,7423;-0,8793;1,8396;2;
2017;21;ARQUITETURA E URBANISMO;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Privada sem fins lucrativos;20420;Educação Presencial;3557105;Votuporanga;SP;83;81;67;0,8272;-0,3542;2,1431;3;
2017;21;ARQUITETURA E URBANISMO;227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;Universidade;Privada sem fins lucrativos;5956;Educação Presencial;3548500;Santos;SP;86;76;58;0,7632;0,6604;2,7297;3;
2017;21;ARQUITETURA E URBANISMO;240;UNIVERSIDADE SANTA ÚRSULA;USU;Universidade;Privada sem fins lucrativos;6116;Educação Presencial;3304557;Rio de Janeiro;RJ;83;72;18;0,2500;-1,6949;1,3680;2;
2017;21;ARQUITETURA E URBANISMO;265;FACULDADES INTEGRADAS DE OURINHOS;FIO;Faculdade;Privada sem fins lucrativos;82643;Educação Presencial;3534708;Ourinhos;SP;45;42;33;0,7857;0,8332;2,8295;3;
2017;21;ARQUITETURA E URBANISMO;266;UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;Universidade;Privada sem fins lucrativos;6422;Educação Presencial;3545803;Santa Bárbara d'Oeste;SP;63;55;50;0,9091;-0,1483;2,2622;3;
2017;21;ARQUITETURA E URBANISMO;269;FACULDADE FACCAT;FACCAT;Faculdade;Privada com fins lucrativos;100086;Educação Presencial;3555000;Tupã;SP;62;49;38;0,7755;-0,3365;2,1533;3;
2017;21;ARQUITETURA E URBANISMO;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;68101;Educação Presencial;3541406;Presidente Prudente;SP;118;109;95;0,8716;0,0834;2,3961;3;
2017;21;ARQUITETURA E URBANISMO;275;UNIVERSIDADE DO VALE DO PARAÍBA;UNIVAP;Universidade;Privada sem fins lucrativos;6574;Educação Presencial;3549904;São José dos Campos;SP;75;48;30;0,6250;-0,5738;2,0162;3;
2017;21;ARQUITETURA E URBANISMO;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;96306;Educação Presencial;3304557;Rio de Janeiro;RJ;269;237;133;0,5612;-0,1492;2,2616;3;
2017;21;ARQUITETURA E URBANISMO;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Privada sem fins lucrativos;20107;Educação Presencial;4316808;Santa Cruz do Sul;RS;67;66;50;0,7576;0,6850;2,7439;3;
2017;21;ARQUITETURA E URBANISMO;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Universidade;Privada sem fins lucrativos;6816;Educação Presencial;4301602;Bagé;RS;26;25;16;0,6400;-2,5331;0,8834;1;
2017;21;ARQUITETURA E URBANISMO;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;1190185;Educação Presencial;4113700;Londrina;PR;34;30;20;0,6667;1,6798;3,3190;4;
2017;21;ARQUITETURA E URBANISMO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;66254;Educação Presencial;3550308;São Paulo;SP;368;355;218;0,6141;0,0372;2,3694;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7273;Educação Presencial;3550308;São Paulo;SP;47;31;12;0,3871;-1,1245;1,6978;2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7302;Educação Presencial;3509502;Campinas;SP;103;81;43;0,5309;0,8714;2,8516;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7305;Educação Presencial;3543402;Ribeirão Preto;SP;55;51;38;0,7451;0,6244;2,7088;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;19547;Educação Presencial;3547304;Santana de Parnaíba;SP;68;65;44;0,6769;1,2419;3,0658;4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59612;Educação Presencial;3506003;Bauru;SP;47;46;31;0,6739;-0,1125;2,2829;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59688;Educação Presencial;3549904;São José dos Campos;SP;61;45;33;0,7333;1,6661;3,3110;4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59713;Educação Presencial;3552205;Sorocaba;SP;63;62;48;0,7742;0,4937;2,6333;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;60010;Educação Presencial;5300108;Brasília;DF;136;124;106;0,8548;-0,0658;2,3098;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;60020;Educação Presencial;5208707;Goiânia;GO;217;190;137;0,7211;-0,3197;2,1631;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;75159;Educação Presencial;3550308;São Paulo;SP;40;37;24;0,6486;1,9568;3,4791;4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;75996;Educação Presencial;3549805;São José do Rio Preto;SP;61;51;43;0,8431;-0,0890;2,2964;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;115454;Educação Presencial;3550308;São Paulo;SP;135;109;67;0,6147;0,0002;2,3480;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1156001;Educação Presencial;3550308;São Paulo;SP;85;82;60;0,7317;1,3279;3,1155;4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1156002;Educação Presencial;3550308;São Paulo;SP;77;71;51;0,7183;0,6952;2,7498;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1160943;Educação Presencial;3525904;Jundiaí;SP;72;66;45;0,6818;0,6552;2,7266;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1160999;Educação Presencial;3548500;Santos;SP;68;63;31;0,4921;-0,4146;2,1082;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1161030;Educação Presencial;3502804;Araçatuba;SP;41;38;28;0,7368;0,4530;2,6097;3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1258833;Educação Presencial;3503208;Araraquara;SP;16;15;9;0,6000;3,1988;4,1971;5;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;5000428;Educação Presencial;3504008;Assis;SP;46;43;36;0,8372;1,0893;2,9776;4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;5000431;Educação Presencial;3526902;Limeira;SP;50;34;27;0,7941;0,4307;2,5968;3;
2017;21;ARQUITETURA E URBANISMO;337;CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA;CES/JF;Faculdade;Privada sem fins lucrativos;86577;Educação Presencial;3136702;Juiz de Fora;MG;76;69;57;0,8261;-0,3337;2,1550;3;
2017;21;ARQUITETURA E URBANISMO;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;7515;Educação Presencial;3106200;Belo Horizonte;MG;173;168;151;0,8988;0,0261;2,3630;3;
2017;21;ARQUITETURA E URBANISMO;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;18588;Educação Presencial;3151800;Poços de Caldas;MG;133;131;126;0,9618;-0,0194;2,3366;3;
2017;21;ARQUITETURA E URBANISMO;343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada com fins lucrativos;1113670;Educação Presencial;3106200;Belo Horizonte;MG;80;73;42;0,5753;0,3602;2,5561;3;
2017;21;ARQUITETURA E URBANISMO;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada com fins lucrativos;93392;Educação Presencial;3106200;Belo Horizonte;MG;83;79;63;0,7975;0,7261;2,7676;3;
2017;21;ARQUITETURA E URBANISMO;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada com fins lucrativos;1314241;Educação Presencial;3106200;Belo Horizonte;MG;1;0;;;;;SC;
2017;21;ARQUITETURA E URBANISMO;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Centro Universitário;Privada com fins lucrativos;55439;Educação Presencial;3106200;Belo Horizonte;MG;148;134;113;0,8433;0,1862;2,4555;3;
2017;21;ARQUITETURA E URBANISMO;352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Centro Universitário;Privada com fins lucrativos;38551;Educação Presencial;2507507;João Pessoa;PB;145;131;115;0,8779;-0,0970;2,2918;3;
2017;21;ARQUITETURA E URBANISMO;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada com fins lucrativos;19210;Educação Presencial;4106902;Curitiba;PR;63;59;40;0,6780;1,3510;3,1289;4;
2017;21;ARQUITETURA E URBANISMO;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;Centro Universitário;Privada com fins lucrativos;1167959;Educação Presencial;3550308;São Paulo;SP;16;11;7;0,6364;-3,0603;0,5787;1;
2017;21;ARQUITETURA E URBANISMO;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;Centro Universitário;Privada com fins lucrativos;1167967;Educação Presencial;3550308;São Paulo;SP;33;23;12;0,5217;0,1529;2,4363;3;
2017;21;ARQUITETURA E URBANISMO;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada com fins lucrativos;8062;Educação Presencial;1501402;Belém;PA;137;119;100;0,8403;-0,2821;2,1848;3;
2017;21;ARQUITETURA E URBANISMO;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGÉLICA;Centro Universitário;Privada sem fins lucrativos;1107921;Educação Presencial;5201108;Anápolis;GO;101;94;82;0,8723;0,1686;2,4454;3;
2017;21;ARQUITETURA E URBANISMO;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;20575;Educação Presencial;2927408;Salvador;BA;256;226;182;0,8053;0,0145;2,3563;3;
2017;21;ARQUITETURA E URBANISMO;386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNI-ANHANGÜERA;Centro Universitário;Privada com fins lucrativos;1190126;Educação Presencial;5208707;Goiânia;GO;79;70;39;0,5571;0,1349;2,4258;3;
2017;21;ARQUITETURA E URBANISMO;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Privada sem fins lucrativos;1168245;Educação Presencial;5002704;Campo Grande;MS;89;73;66;0,9041;-0,2000;2,2322;3;
2017;21;ARQUITETURA E URBANISMO;396;FACULDADE RUY BARBOSA WYDEN;FRB WYDEN;Faculdade;Privada com fins lucrativos;1070583;Educação Presencial;2927408;Salvador;BA;96;86;68;0,7907;-0,7014;1,9424;2;
2017;21;ARQUITETURA E URBANISMO;398;UNIVERSIDADE TIRADENTES;UNIT;Universidade;Privada com fins lucrativos;8264;Educação Presencial;2800308;Aracaju;SE;247;237;159;0,6709;-0,2499;2,2034;3;
2017;21;ARQUITETURA E URBANISMO;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada sem fins lucrativos;21538;Educação Presencial;5300108;Brasília;DF;262;218;148;0,6789;-0,4455;2,0903;3;
2017;21;ARQUITETURA E URBANISMO;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada sem fins lucrativos;1282869;Educação Presencial;5300108;Brasília;DF;7;7;7;1,0000;-4,0613;0,0000;1;
2017;21;ARQUITETURA E URBANISMO;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Privada sem fins lucrativos;1111011;Educação Presencial;5300108;Brasília;DF;142;133;107;0,8045;-0,2791;2,1866;3;
2017;21;ARQUITETURA E URBANISMO;410;FACULDADE DE CIÊNCIAS HUMANAS ESUDA;FCHE;Faculdade;Privada sem fins lucrativos;8475;Educação Presencial;2611606;Recife;PE;229;209;124;0,5933;-0,2426;2,2077;3;
2017;21;ARQUITETURA E URBANISMO;417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Universidade;Privada com fins lucrativos;1107857;Educação Presencial;3550308;São Paulo;SP;44;44;27;0,6136;-0,2263;2,2171;3;
2017;21;ARQUITETURA E URBANISMO;420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Universidade;Privada com fins lucrativos;8683;Educação Presencial;3529005;Marília;SP;80;69;48;0,6957;-0,9594;1,7932;2;
2017;21;ARQUITETURA E URBANISMO;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada sem fins lucrativos;49506;Educação Presencial;4317400;Santiago;RS;25;25;20;0,8000;0,6700;2,7352;3;
2017;21;ARQUITETURA E URBANISMO;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada sem fins lucrativos;1126141;Educação Presencial;4317509;Santo Ângelo;RS;27;27;26;0,9630;1,4960;3,2127;4;
