Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2017;2001;PEDAGOGIA (LICENCIATURA);2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;13452;Educação Presencial;2504009;Campina Grande;PB;30;29;26;0,8966;0,7989;2,8674;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada sem fins lucrativos;9699;Educação Presencial;3303203;Nilópolis;RJ;9;7;2;0,2857;-4,6922;0,6259;1;
2017;2001;PEDAGOGIA (LICENCIATURA);2568;FACULDADE ZACARIAS DE GÓES;FAZAG;Faculdade;Privada sem fins lucrativos;74212;Educação Presencial;2932903;Valença;BA;95;81;45;0,5556;-0,7601;2,2310;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2576;FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;Faculdade;Privada com fins lucrativos;21779;Educação Presencial;3202405;Guarapari;ES;171;133;66;0,4962;0,1208;2,5906;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2579;FACULDADE ATENAS;;Faculdade;Privada com fins lucrativos;1187880;Educação Presencial;3147006;Paracatu;MG;10;9;6;0,6667;5,0070;4,5852;5;
2017;2001;PEDAGOGIA (LICENCIATURA);2581;FACULDADE SÃO SALVADOR;FSS;Faculdade;Privada com fins lucrativos;85680;Educação Presencial;2927408;Salvador;BA;10;10;5;0,5000;1,3016;3,0726;4;
2017;2001;PEDAGOGIA (LICENCIATURA);2582;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;UCP;Faculdade;Privada sem fins lucrativos;1186073;Educação Presencial;4119608;Pitanga;PR;16;15;10;0,6667;1,3963;3,1113;4;
2017;2001;PEDAGOGIA (LICENCIATURA);2613;Faculdade Meta;FAMETA;Faculdade;Privada com fins lucrativos;111236;Educação Presencial;1200401;Rio Branco;AC;67;63;49;0,7778;-0,2107;2,4553;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2620;FACULDADE DE AMPÉRE;FAMPER;Faculdade;Privada com fins lucrativos;87454;Educação Presencial;4101002;Ampére;PR;26;23;21;0,9130;0,4887;2,7408;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2623;FACULDADE DO TAPAJÓS;FAT;Faculdade;Privada sem fins lucrativos;1170402;Educação Presencial;1503606;Itaituba;PA;27;27;21;0,7778;0,5560;2,7683;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2629;FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA;AJES;Faculdade;Privada sem fins lucrativos;122604;Educação Presencial;5105150;Juína;MT;7;7;6;0,8571;-1,4054;1,9676;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2642;FACULDADE SÃO VICENTE;FASVIPA;Faculdade;Privada sem fins lucrativos;98151;Educação Presencial;2706406;Pão de Açúcar;AL;14;12;7;0,5833;-3,8131;0,9848;2;
2017;2001;PEDAGOGIA (LICENCIATURA);2656;FACULDADE DE RECIFE;;Faculdade;Privada sem fins lucrativos;90675;Educação Presencial;2611606;Recife;PE;24;22;10;0,4545;-3,1595;1,2516;2;
2017;2001;PEDAGOGIA (LICENCIATURA);2677;INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU;ISESJT;Faculdade;Privada com fins lucrativos;73842;Educação Presencial;2203909;Floriano;PI;13;13;9;0,6923;-2,4421;1,5444;2;
2017;2001;PEDAGOGIA (LICENCIATURA);2744;INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ;ISE VERA CRUZ;Faculdade;Privada sem fins lucrativos;100516;Educação Presencial;3550308;São Paulo;SP;19;18;13;0,7222;0,4896;2,7412;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2753;Faculdade de Ciências Educacionais de Capim Grosso;FCG;Faculdade;Privada com fins lucrativos;68408;Educação Presencial;2906873;Capim Grosso;BA;55;50;15;0,3000;-0,7305;2,2431;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2756;FACULDADE ANHANGUERA DE VALPARAÍSO;;Faculdade;Privada com fins lucrativos;1280608;Educação Presencial;5221858;Valparaíso de Goiás;GO;29;28;12;0,4286;-0,1541;2,4784;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2761;FACULDADE DO SERTÃO;UESSBA;Faculdade;Privada com fins lucrativos;56042;Educação Presencial;2914604;Irecê;BA;14;14;10;0,7143;1,0663;2,9766;4;
2017;2001;PEDAGOGIA (LICENCIATURA);2763;FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO;CESG;Faculdade;Privada com fins lucrativos;64811;Educação Presencial;3162104;São Gotardo;MG;10;10;7;0,7000;3,3219;3,8973;4;
2017;2001;PEDAGOGIA (LICENCIATURA);2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada sem fins lucrativos;4389;Educação Presencial;3506102;Bebedouro;SP;51;50;38;0,7600;-0,6054;2,2942;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2779;FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE;FIOURO;Faculdade;Privada sem fins lucrativos;1099321;Educação Presencial;1100155;Ouro Preto do Oeste;RO;31;27;19;0,7037;-0,9881;2,1379;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2791;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;;Faculdade;Privada com fins lucrativos;1108440;Educação Presencial;5107040;Primavera do Leste;MT;16;12;10;0,8333;-2,7745;1,4087;2;
2017;2001;PEDAGOGIA (LICENCIATURA);2796;FACULDADE DE IPORÁ;FAI;Faculdade;Privada com fins lucrativos;1106336;Educação Presencial;5210208;Iporá;GO;6;6;2;0,3333;6,7357;5,0000;5;
2017;2001;PEDAGOGIA (LICENCIATURA);2799;FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ;FANEESP;Faculdade;Privada com fins lucrativos;79960;Educação Presencial;4101804;Araucária;PR;18;18;9;0,5000;5,7958;4,9072;5;
2017;2001;PEDAGOGIA (LICENCIATURA);2805;FACULDADE MODELO;FACIMOD;Faculdade;Privada com fins lucrativos;73571;Educação Presencial;4106902;Curitiba;PR;37;35;19;0,5429;-0,5900;2,3004;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2814;FACULDADE SÃO SEBASTIÃO;;Faculdade;Privada com fins lucrativos;88064;Educação Presencial;3550704;São Sebastião;SP;24;24;16;0,6667;0,6551;2,8087;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2831;FACULDADE DOM BOSCO DE GOIOERÊ;DOM BOSCO GOIOERÊ;Faculdade;Privada sem fins lucrativos;88030;Educação Presencial;4108601;Goioerê;PR;31;31;8;0,2581;-1,4315;1,9569;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2832;Faculdade Superior de Ensino Programus;ISEPRO;Faculdade;Privada com fins lucrativos;80234;Educação Presencial;2200202;Água Branca;PI;22;22;22;1,0000;-1,5796;1,8965;2;
2017;2001;PEDAGOGIA (LICENCIATURA);2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada com fins lucrativos;1321866;Educação a Distância;2611606;Recife;PE;14;12;5;0,4167;0,8654;2,8945;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2844;FACULDADE SALESIANA DOM BOSCO DE PIRACICABA;FSDB;Faculdade;Privada sem fins lucrativos;99296;Educação Presencial;3538709;Piracicaba;SP;41;30;20;0,6667;-1,4091;1,9661;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2879;FACULDADE DE CAIEIRAS;;Faculdade;Privada sem fins lucrativos;90461;Educação Presencial;3509007;Caieiras;SP;81;80;14;0,1750;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);2891;FACULDADE BARÃO DE PIRATININGA;AES;Faculdade;Privada com fins lucrativos;73832;Educação Presencial;3550605;São Roque;SP;10;7;2;0,2857;6,0231;5,0000;5;
2017;2001;PEDAGOGIA (LICENCIATURA);2904;FACULDADE JK - GUARÁ;ESAMC BRASÍLIA;Faculdade;Privada com fins lucrativos;1183633;Educação Presencial;5300108;Brasília;DF;14;11;1;0,0909;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);2910;FACULDADE VERDE NORTE;FAVENORTE;Faculdade;Privada com fins lucrativos;100478;Educação Presencial;3141009;Mato Verde;MG;9;7;6;0,8571;-0,2502;2,4392;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2944;FACULDADE DO SUL;;Faculdade;Privada com fins lucrativos;90941;Educação Presencial;2914802;Itabuna;BA;61;41;36;0,8780;0,6208;2,7947;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2949;FACULDADE DO BAIXO PARNAÍBA;FAP;Faculdade;Privada com fins lucrativos;81060;Educação Presencial;2103208;Chapadinha;MA;179;167;129;0,7725;-0,1270;2,4895;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2964;FACULDADE PROJEÇÃO DO GUARÁ;;Faculdade;Privada sem fins lucrativos;1148674;Educação Presencial;5300108;Brasília;DF;47;39;19;0,4872;-0,8978;2,1748;3;
2017;2001;PEDAGOGIA (LICENCIATURA);2969;INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE;OCIDEMNTE;Faculdade;Privada sem fins lucrativos;92087;Educação Presencial;2927408;Salvador;BA;9;6;3;0,5000;-10,1649;0,0000;1;
2017;2001;PEDAGOGIA (LICENCIATURA);3004;INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA;IESC;Faculdade;Privada com fins lucrativos;73829;Educação Presencial;2700300;Arapiraca;AL;14;12;7;0,5833;-7,1720;0,0000;1;
2017;2001;PEDAGOGIA (LICENCIATURA);3027;FACULDADE DE IBIPORÃ;;Faculdade;Privada sem fins lucrativos;80786;Educação Presencial;4109807;Ibiporã;PR;31;30;10;0,3333;-4,3777;0,7543;1;
2017;2001;PEDAGOGIA (LICENCIATURA);3029;FACULDADE DA AMAZÔNIA;FAAM;Faculdade;Privada com fins lucrativos;100660;Educação Presencial;1500800;Ananindeua;PA;71;56;38;0,6786;-1,2749;2,0209;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3034;FACULDADE DELTA;FACDELTA;Faculdade;Privada com fins lucrativos;90625;Educação Presencial;2927408;Salvador;BA;38;35;27;0,7714;0,1287;2,5939;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3099;FACULDADE INTERNACIONAL DA PARAÍBA;FPB;Faculdade;Privada com fins lucrativos;1192251;Educação Presencial;2507507;João Pessoa;PB;20;19;13;0,6842;-0,4360;2,3633;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Privada sem fins lucrativos;3838;Educação Presencial;4204202;Chapecó;SC;24;20;19;0,9500;-0,0563;2,5183;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3157;INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES;ISEAR;Faculdade;Privada com fins lucrativos;105403;Educação Presencial;5218805;Rio Verde;GO;48;45;8;0,1778;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3171;FACULDADE EQUIPE;;Faculdade;Privada sem fins lucrativos;58296;Educação Presencial;4320008;Sapucaia do Sul;RS;11;9;2;0,2222;0,6767;2,8175;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;113799;Educação Presencial;1302603;Manaus;AM;58;36;27;0,7500;1,4646;3,1392;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;121315;Educação Presencial;1304062;Tabatinga;AM;56;46;24;0,5217;-0,5200;2,3290;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;121317;Educação Presencial;1304203;Tefé;AM;46;33;21;0,6364;0,0319;2,5543;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1152757;Educação Presencial;1302603;Manaus;AM;40;33;7;0,2121;1,3665;3,0991;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1152765;Educação Presencial;1302504;Manacapuru;AM;39;38;4;0,1053;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1152767;Educação Presencial;1303403;Parintins;AM;36;33;6;0,1818;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1315316;Educação Presencial;1300029;Alvarães;AM;48;41;9;0,2195;-1,8293;1,7946;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1315555;Educação Presencial;1300300;Autazes;AM;60;59;9;0,1525;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1321653;Educação Presencial;1302801;Maraã;AM;96;85;11;0,1294;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3180;FACULDADE ATTICUS;;Faculdade;Privada sem fins lucrativos;101263;Educação Presencial;4108304;Foz do Iguaçu;PR;21;19;17;0,8947;-1,5920;1,8914;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3194;FACULDADE DE MINAS BH;FAMINAS-BH;Faculdade;Privada com fins lucrativos;118678;Educação Presencial;3106200;Belo Horizonte;MG;36;32;21;0,6563;2,3807;3,5131;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3285;FACULDADE SANTO ANTONIO;FSA;Faculdade;Privada com fins lucrativos;86602;Educação Presencial;2900702;Alagoinhas;BA;29;29;11;0,3793;-0,7638;2,2295;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3302;FACULDADE DE JUNQUEIRÓPOLIS;ISEJ;Faculdade;Privada sem fins lucrativos;99282;Educação Presencial;3526001;Junqueirópolis;SP;27;27;3;0,1111;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3303;Faculdade Invest de Ciências e Tecnologia;INVEST;Faculdade;Privada sem fins lucrativos;16863;Educação Presencial;5103403;Cuiabá;MT;22;20;10;0,5000;-1,1738;2,0621;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3304;FACULDADES INTEGRADAS DE PATOS;FIP;Faculdade;Privada com fins lucrativos;4186;Educação Presencial;2510808;Patos;PB;20;19;14;0,7368;0,6637;2,8122;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3323;INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS;IESCAMP;Faculdade;Privada com fins lucrativos;87206;Educação Presencial;3509502;Campinas;SP;49;46;27;0,5870;-1,1095;2,0884;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;66917;Educação Presencial;4300406;Alegrete;RS;26;23;21;0,9130;0,7001;2,8271;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;66920;Educação Presencial;4301602;Bagé;RS;14;14;10;0,7143;2,2599;3,4638;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;66926;Educação Presencial;4306106;Cruz Alta;RS;32;31;30;0,9677;-0,1731;2,4706;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;66929;Educação Presencial;4318200;São Francisco de Paula;RS;20;20;16;0,8000;0,7202;2,8353;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;150122;Educação Presencial;4318903;São Luiz Gonzaga;RS;29;28;27;0,9643;-0,7018;2,2548;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Universidade;Pública Estadual;1188184;Educação Presencial;4313508;Osório;RS;18;17;16;0,9412;-0,9859;2,1388;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3339;FACULDADE IDEAU DE GETÚLIO VARGAS;IDEAU;Faculdade;Privada com fins lucrativos;104696;Educação Presencial;4308904;Getúlio Vargas;RS;12;12;11;0,9167;5,0170;4,5893;5;
2017;2001;PEDAGOGIA (LICENCIATURA);3363;FACULDADE GUARAÍ;FAG;Faculdade;Privada com fins lucrativos;61284;Educação Presencial;1709302;Guaraí;TO;26;26;17;0,6538;-2,0643;1,6986;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3367;INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA;ISEOL;Faculdade;Privada sem fins lucrativos;103238;Educação Presencial;3145604;Oliveira;MG;33;29;14;0,4828;-2,1218;1,6752;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Centro Universitário;Privada sem fins lucrativos;2645;Educação Presencial;3170701;Varginha;MG;27;26;23;0,8846;0,0915;2,5787;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Centro Universitário;Privada sem fins lucrativos;114186;Educação a Distância;3170701;Varginha;MG;44;36;19;0,5278;-0,1199;2,4924;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;7758;Educação Presencial;3148004;Patos de Minas;MG;44;42;32;0,7619;0,3756;2,6946;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;Faculdade;Privada com fins lucrativos;73782;Educação Presencial;2112209;Timon;MA;15;15;14;0,9333;-0,7892;2,2191;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3377;FACULDADE MONTESSORIANO DE SALVADOR;FAMA;Faculdade;Privada sem fins lucrativos;88894;Educação Presencial;2927408;Salvador;BA;49;47;24;0,5106;0,2972;2,6626;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3393;FACULDADE DE ENSINO SUPERIOR DOM BOSCO;FACDOMBOSCO;Faculdade;Privada com fins lucrativos;73481;Educação Presencial;4106407;Cornélio Procópio;PR;14;14;9;0,6429;2,5987;3,6021;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3397;FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS;FBNCTSB;Faculdade;Privada sem fins lucrativos;110650;Educação Presencial;1302603;Manaus;AM;29;29;17;0,5862;-1,8606;1,7818;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3411;FACULDADE DE JANDIRA;;Faculdade;Privada com fins lucrativos;87902;Educação Presencial;3525003;Jandira;SP;54;49;13;0,2653;-1,4843;1,9354;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3427;Faculdade Dom Pedro II de Sergipe;DP II Sergipe;Faculdade;Privada sem fins lucrativos;1174846;Educação Presencial;2803500;Lagarto;SE;96;94;76;0,8085;0,0842;2,5757;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3428;FACULDADE ALFA AMÉRICA;;Faculdade;Privada com fins lucrativos;82392;Educação Presencial;3541000;Praia Grande;SP;22;20;7;0,3500;0,7893;2,8635;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3432;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS;FG;Faculdade;Privada sem fins lucrativos;14827;Educação Presencial;3518800;Guarulhos;SP;169;154;54;0,3506;-0,5738;2,3071;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3436;Faculdade de Araraquara;FARA;Faculdade;Privada com fins lucrativos;1152515;Educação Presencial;3503208;Araraquara;SP;28;26;9;0,3462;0,7231;2,8365;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3443;FACULDADE INEDI;CESUCA;Faculdade;Privada com fins lucrativos;107082;Educação Presencial;4303103;Cachoeirinha;RS;39;39;21;0,5385;1,2574;3,0546;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3448;INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA;ISEIB;Faculdade;Privada com fins lucrativos;74296;Educação Presencial;3143302;Montes Claros;MG;16;16;8;0,5000;-1,0946;2,0945;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3513;FACULDADE DE PRESIDENTE VENCESLAU;FAPREV;Faculdade;Privada com fins lucrativos;16375;Educação Presencial;3541505;Presidente Venceslau;SP;21;19;11;0,5789;-2,6579;1,4563;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3584;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ;ISED;Faculdade;Privada com fins lucrativos;75009;Educação Presencial;2612505;Santa Cruz do Capibaribe;PE;36;33;17;0,5152;-1,6386;1,8724;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3588;FACULDADE DOM PEDRO II;FDPII;Faculdade;Privada com fins lucrativos;91776;Educação Presencial;2927408;Salvador;BA;129;126;80;0,6349;-0,1978;2,4606;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3602;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;UNIBRASIL;Centro Universitário;Privada com fins lucrativos;56724;Educação Presencial;4106902;Curitiba;PR;47;46;28;0,6087;1,0084;2,9530;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3603;FACULDADE ANHANGUERA DE GUARULHOS;;Faculdade;Privada com fins lucrativos;98922;Educação Presencial;3518800;Guarulhos;SP;145;109;47;0,4312;0,2086;2,6265;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3610;Faculdade ICESP de Brasília;;Faculdade;Privada com fins lucrativos;20476;Educação Presencial;5300108;Brasília;DF;38;34;20;0,5882;1,9744;3,3473;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3612;FACULDADE ANHANGUERA DE VALINHOS;;Faculdade;Privada com fins lucrativos;100497;Educação Presencial;3556206;Valinhos;SP;35;23;10;0,4348;0,9566;2,9318;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3613;FACULDADES INTEGRADAS IESGO;IESGO;Faculdade;Privada com fins lucrativos;100542;Educação Presencial;5208004;Formosa;GO;81;78;46;0,5897;-0,3175;2,4117;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3618;FACULDADE MARIO SCHENBERG;FMS;Faculdade;Privada com fins lucrativos;86627;Educação Presencial;3513009;Cotia;SP;31;29;20;0,6897;-0,4795;2,3456;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;Centro Universitário;Privada sem fins lucrativos;115886;Educação Presencial;3505500;Barretos;SP;63;45;24;0,5333;0,5518;2,7666;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3663;FACULDADE EVANGÉLICA;FE;Faculdade;Privada com fins lucrativos;86810;Educação Presencial;5300108;Brasília;DF;7;3;2;0,6667;-1,6522;1,8669;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3669;FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;FARRP;Faculdade;Privada com fins lucrativos;80795;Educação Presencial;2926608;Ribeira do Pombal;BA;139;134;76;0,5672;-0,1308;2,4879;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3684;FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA;FESC;Faculdade;Privada sem fins lucrativos;2500068;Educação Presencial;4105706;Clevelândia;PR;6;6;3;0,5000;1,3052;3,0741;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3688;FACULDADES INTEGRADAS DO VALE DO IVAÍ;;Faculdade;Privada sem fins lucrativos;17453;Educação Presencial;4111506;Ivaiporã;PR;23;22;15;0,6818;1,8457;3,2947;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3690;FACULDADE PEDRO II;FAPE2;Faculdade;Privada com fins lucrativos;98569;Educação Presencial;3106200;Belo Horizonte;MG;84;69;48;0,6957;-0,2057;2,4573;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3779;FACULDADE ESTÁCIO DE SANTO ANDRÉ;ESTÁCIO SANTO ANDRÉ;Faculdade;Privada com fins lucrativos;1042838;Educação Presencial;3547809;Santo André;SP;64;64;26;0,4063;0,6081;2,7895;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3793;FACULDADE DE FRUTAL;FAF;Faculdade;Privada com fins lucrativos;90222;Educação Presencial;3127107;Frutal;MG;37;35;14;0,4000;-2,2239;1,6335;2;
2017;2001;PEDAGOGIA (LICENCIATURA);3797;FACULDADE GUAIRACÁ;FAG;Faculdade;Privada com fins lucrativos;80814;Educação Presencial;4109401;Guarapuava;PR;40;37;20;0,5405;1,2752;3,0619;4;
2017;2001;PEDAGOGIA (LICENCIATURA);3817;FACULDADE UNINASSAU JOÃO PESSOA;;Faculdade;Privada sem fins lucrativos;1124974;Educação Presencial;2507507;João Pessoa;PB;12;12;11;0,9167;0,7789;2,8592;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3826;FACULDADE DE SALVADOR;;Faculdade;Privada sem fins lucrativos;109235;Educação Presencial;2927408;Salvador;BA;12;9;4;0,4444;-15,3174;0,0000;1;
2017;2001;PEDAGOGIA (LICENCIATURA);3840;CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;Centro Universitário;Privada com fins lucrativos;21760;Educação Presencial;4209300;Lages;SC;4;4;1;0,2500;;;SC;
2017;2001;PEDAGOGIA (LICENCIATURA);3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pública Federal;17142;Educação Presencial;1721208;Tocantinópolis;TO;129;107;50;0,4673;-1,0246;2,1231;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pública Federal;17144;Educação Presencial;1702406;Arraias;TO;123;113;61;0,5398;0,4373;2,7198;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pública Federal;40808;Educação Presencial;1713205;Miracema do Tocantins;TO;58;54;23;0,4259;-0,9385;2,1582;3;
2017;2001;PEDAGOGIA (LICENCIATURA);3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pública Federal;49687;Educação Presencial;1721000;Palmas;TO;151;106;45;0,4245;-0,5727;2,3075;3;
