Curso,Feminino,Masculino,Total
AGRONOMIA,5,5,10
CIÊNCIAS BIOLÓGICAS,53,24,77
CIÊNCIAS SOCIAIS,6,4,10
ENFERMAGEM,42,14,56
ENGENHARIA AGRÍCOLA,1,10,11
ENGENHARIA AMBIENTAL,3,0,3
ENGENHARIA CIVIL,21,32,53
ENGENHARIA DE ALIMENTOS,16,5,21
ENGENHARIA DE MATERIAIS,1,2,3
ENGENHARIA DE MINAS,1,0,1
ENGENHARIA DE PETRÓLEO,2,5,7
ENGENHARIA DE PRODUÇÃO,7,5,12
FILOSOFIA,0,1,1
FÍSICA,2,1,3
GEOGRAFIA,2,3,5
HISTÓRIA,2,2,4
LETRAS,21,11,32
MEDICINA,5,7,12
ODONTOLOGIA,15,13,28
