Quantidade de graduados de 2023 por curso e período,,,
Curso \ Período,2023.1,2023.2,Total curso
11104120 - DESIGN - D,12,13,25
11105110 - FÍSICA (LIC) - D,1,4,5
11105150 - FÍSICA (BAC) - D,3,2,5
11107110 - MATEMÁTICA (LIC) - D,4,7,11
11107150 - MATEMÁTICA (BAC) - D,1,4,5
11107210 - MATEMÁTICA (LIC) - N,4,6,10
11124100 - ENGENHARIA MECÂNICA - D,12,13,25
11126100 - ENGENHARIA DE MATERIAIS - D,5,6,11
11128100 - ENGENHARIA QUÍMICA - D,17,13,30
11133100 - ENGENHARIA DE PRODUÇÃO - D,8,10,18
11134100 - ESTATÍSTICA - D,2,4,6
11135100 - ENGENHARIA DE PETRÓLEO - D,11,5,16
12204100 - ENFERMAGEM - D,9,14,23
12205100 - MEDICINA,43,41,84
12208100 - PSICOLOGIA - D,36,31,67
12208200 - PSICOLOGIA - N,4,0,4
13301100 - ADMINISTRAÇÃO - D,15,13,28
13301200 - ADMINISTRAÇÃO - N,5,9,14
13304100 - CIÊNCIAS ECONÔMICAS - M,9,4,13
13304200 - CIÊNCIAS ECONÔMICAS - N,6,3,9
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,2,5
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,11,10,21
13306100 - COMUNICAÇÃO SOCIAL - D,6,14,20
13306200 - COMUNICAÇÃO SOCIAL - N,6,4,10
13309110 - HISTÓRIA (LIC) - D,12,10,22
13309210 - HISTÓRIA (LIC) - N,11,10,21
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,16,6,22
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,8,1,9
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,6,1,7
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,6,3,9
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N,0,4,4
13311110 - MÚSICA (LIC) - D,4,0,4
13311150 - MÚSICA (BAC) - D,1,1,2
13312110 - PEDAGOGIA (LIC) - M,4,24,28
13312210 - PEDAGOGIA (LIC) - N,8,1,9
13314210 - FILOSOFIA (LIC) - N,4,0,4
13316110 - GEOGRAFIA (LIC) - M,3,8,11
13316210 - GEOGRAFIA (LIC) - N,6,11,17
13317100 - ARTE E MÍDIA - D,4,7,11
13323110 - LETRAS - LIBRAS (LIC) - D,10,8,18
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,41,84,125
14123100 - ENGENHARIA ELÉTRICA,30,29,59
15101100 - ARQUITETURA E URBANISMO - D,17,8,25
15108100 - METEOROLOGIA - D,1,0,1
15121100 - ENGENHARIA AGRÍCOLA - D,0,2,2
15122100 - ENGENHARIA CIVIL - D,23,25,48
15125100 - ENGENHARIA DE ALIMENTOS - D,2,3,5
15127100 - ENGENHARIA DE MINAS - D,3,4,7
21105210 - FÍSICA (LIC) - N,7,1,8
21107110 - MATEMÁTICA (LIC) - D,5,13,18
Curso \ Período,2023.1,2023.2,Total curso
21109210 - QUÍMICA (LIC) - N,2,6,8
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,9,7,16
21204100 - ENFERMAGEM - D,21,20,41
21205100 - MEDICINA,13,20,33
21309110 - HISTÓRIA (LIC) - M,12,13,25
21309210 - HISTÓRIA (LIC) - N,13,9,22
