Quantidade de graduados de 2006 por curso e período,,,
Curso \ Período,2006.1,2006.2,Total curso
11104100 - DESENHO INDUSTRIAL - D,9,5,14
11105150 - FÍSICA (BAC) - D,2,2,4
11107110 - MATEMÁTICA (LIC) - D,5,1,6
11107150 - MATEMÁTICA (BAC) - D,2,3,5
11107210 - MATEMÁTICA (LIC) - N,6,10,16
11124100 - ENGENHARIA MECÂNICA - D,14,12,26
11126100 - ENGENHARIA DE MATERIAIS - D,10,9,19
11128100 - ENGENHARIA QUÍMICA - D,16,4,20
12205100 - MEDICINA,43,34,77
13301151 - ADMINISTRAÇÃO (PÚBLICA) - D,2,4,6
13301152 - ADMINISTRAÇÃO (EMPRESA) - D,18,22,40
13301252 - ADMINISTRAÇÃO (EMPRESA) - N,13,4,17
13304100 - CIÊNCIAS ECONÔMICAS - M,13,8,21
13304200 - CIÊNCIAS ECONÔMICAS - N,6,12,18
13305110 - CIÊNCIAS SOCIAIS (LIC) - D,5,3,8
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,1,4
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,3,5,8
13309110 - HISTÓRIA (LIC) - D,12,11,23
13309150 - HISTÓRIA (BAC) - M,1,1,2
13309211 - HISTÓRIA (LIC) - N,7,16,23
13309212 - HISTÓRIA (BAC) - N,0,1,1
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D,5,7,12
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D,0,2,2
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D,3,2,5
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N,15,5,20
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M,3,14,17
13312112 - PEDAGOGIA(LIC.PL/MAG.MAT.PED.2.GRAU)-M,0,2,2
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M,4,1,5
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N,13,9,22
13317100 - ARTE E MÍDIA - D,8,5,13
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,26,18,44
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D,7,3,10
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D,11,13,24
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) -,2,4,6
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO,9,9,18
15108100 - METEOROLOGIA - D,0,2,2
15121100 - ENGENHARIA AGRÍCOLA - D,3,14,17
15122100 - ENGENHARIA CIVIL - D,16,18,34
15127100 - ENGENHARIA DE MINAS - D,2,5,7
21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M,6,2,8
21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M,2,4,6
21103114 - CIÊNCIAS - FÍSICA (LIC) - M,1,0,1
21103115 - CIÊNCIAS - QUÍMICA (LIC) - M,1,6,7
21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N,1,3,4
21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N,8,4,12
21103215 - CIÊNCIAS - QUÍMICA (LIC) - N,0,4,4
21309110 - HISTÓRIA (LIC) - M,17,3,20
21309210 - HISTÓRIA (LIC) - N,25,27,52
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M,3,11,14
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M,4,7,11
Curso \ Período,2006.1,2006.2,Total curso
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N,14,8,22
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N,8,1,9
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M,2,4,6
21312113 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-M,0,18,18
21312212 - PEDAGOGIA (LIC PLENA) SUPERV.ESCOLAR - N,2,7,9
21312213 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-N,0,20,20
21316110 - GEOGRAFIA (LICENCIATURA) - M,18,30,48
21316210 - GEOGRAFIA (LICENCIATURA) - N,6,27,33
31350100 - DIREITO - M,24,26,50
31350200 - DIREITO - N,26,29,55
41403100 - ENGENHARIA FLORESTAL - D,1,8,9
41410100 - MEDICINA VETERINÁRIA - D,32,23,55
Total período,518,573,1091
