Quantidade de graduados de 2021 por curso e período,,,
Curso \ Período,2021.1,2021.2,Total curso
11104120 - DESIGN - D,14,13,27
11105110 - FÍSICA (LIC) - D,0,4,4
11105150 - FÍSICA (BAC) - D,0,2,2
11107110 - MATEMÁTICA (LIC) - D,3,3,6
11107150 - MATEMÁTICA (BAC) - D,2,1,3
11107210 - MATEMÁTICA (LIC) - N,4,5,9
11124100 - ENGENHARIA MECÂNICA - D,5,14,19
11126100 - ENGENHARIA DE MATERIAIS - D,7,4,11
11128100 - ENGENHARIA QUÍMICA - D,12,7,19
11133100 - ENGENHARIA DE PRODUÇÃO - D,7,9,16
11134100 - ESTATÍSTICA - D,1,2,3
11135100 - ENGENHARIA DE PETRÓLEO - D,2,3,5
12204100 - ENFERMAGEM - D,11,7,18
12205100 - MEDICINA,44,0,44
12208100 - PSICOLOGIA - D,14,11,25
12208200 - PSICOLOGIA - N,10,6,16
13301100 - ADMINISTRAÇÃO - D,9,11,20
13301200 - ADMINISTRAÇÃO - N,6,5,11
13304100 - CIÊNCIAS ECONÔMICAS - M,5,4,9
13304200 - CIÊNCIAS ECONÔMICAS - N,5,2,7
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,1,4
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,2,0,2
13306100 - COMUNICAÇÃO SOCIAL - D,6,4,10
13306200 - COMUNICAÇÃO SOCIAL - N,6,4,10
13309110 - HISTÓRIA (LIC) - D,10,8,18
13309210 - HISTÓRIA (LIC) - N,6,3,9
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,3,12,15
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,4,0,4
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,2,4,6
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2,4,6
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N,1,0,1
13311110 - MÚSICA (LIC) - D,9,2,11
13311150 - MÚSICA (BAC) - D,3,0,3
13312110 - PEDAGOGIA (LIC) - M,2,20,22
13312210 - PEDAGOGIA (LIC) - N,3,4,7
13314210 - FILOSOFIA (LIC) - N,1,0,1
13314250 - FILOSOFIA (BAC) - N,1,0,1
13316110 - GEOGRAFIA (LIC) - M,8,6,14
13316210 - GEOGRAFIA (LIC) - N,7,7,14
13317100 - ARTE E MÍDIA - D,4,7,11
13323110 - LETRAS - LIBRAS (LIC) - D,8,1,9
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,24,55,79
14123100 - ENGENHARIA ELÉTRICA,39,27,66
15101100 - ARQUITETURA E URBANISMO - D,11,8,19
15108100 - METEOROLOGIA - D,1,0,1
15121100 - ENGENHARIA AGRÍCOLA - D,2,7,9
15122100 - ENGENHARIA CIVIL - D,30,25,55
15125100 - ENGENHARIA DE ALIMENTOS - D,4,7,11
15127100 - ENGENHARIA DE MINAS - D,13,5,18
19107110 - MATEMÁTICA (LIC) - D (PARFOR),3,0,3
Curso \ Período,2021.1,2021.2,Total curso
19109210 - QUÍMICA (LIC) - N (PARFOR),1,0,1
21105210 - FÍSICA (LIC) - N,1,3,4
21107110 - MATEMÁTICA (LIC) - D,11,9,20
21109210 - QUÍMICA (LIC) - N,4,6,10
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,8,9,17
21204100 - ENFERMAGEM - D,0,34,34
21205100 - MEDICINA,21,1,22
21309110 - HISTÓRIA (LIC) - M,13,2,15
21309210 - HISTÓRIA (LIC) - N,4,4,8
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M,8,11,19
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,5,5,10
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,9,8,17
21312110 - PEDAGOGIA (LICENCIATURA) - M,13,14,27
21312210 - PEDAGOGIA (LICENCIATURA) - N,16,8,24
21316110 - GEOGRAFIA (LICENCIATURA) - M,3,8,11
21316210 - GEOGRAFIA (LICENCIATURA) - N,3,7,10
31301200 - ADMINISTRAÇÃO - N,13,7,20
31340100 - SERVIÇO SOCIAL - M,3,0,3
31350100 - DIREITO - M,38,7,45
31350200 - DIREITO - N,5,29,34
31350300 - DIREITO - V,48,12,60
31360200 - CIÊNCIAS CONTÁBEIS - N,5,6,11
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,15,12,27
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,7,3,10
41207100 - ODONTOLOGIA - D,28,0,28
41403100 - ENGENHARIA FLORESTAL - D,3,10,13
41410100 - MEDICINA VETERINÁRIA - D,27,44,71
51105110 - FÍSICA (LIC) - D,0,1,1
51105210 - FÍSICA (LIC) - N,2,1,3
51107110 - MATEMÁTICA (LIC) - D,5,6,11
51107210 - MATEMÁTICA (LIC) - N,2,4,6
51109110 - QUÍMICA (LIC) - D,2,3,5
51109210 - QUÍMICA (LIC) - N,1,4,5
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,4,4,8
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,4,4,8
51203100 - FARMÁCIA - D,27,35,62
51204100 - ENFERMAGEM - D,17,25,42
51206100 - NUTRIÇÃO - D,27,33,60
71131100 - ENGENHARIA DE BIOSSISTEMAS - D,1,6,7
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,8,1,9
71133100 - ENGENHARIA DE PRODUÇÃO - D,7,10,17
71305210 - CIÊNCIAS SOCIAIS (LIC) - N,3,5,8
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,1,3,4
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N,7,6,13
71420100 - TECNOLOGIA EM AGROECOLOGIA - D,0,5,5
91122100 - ENGENHARIA CIVIL - D,16,31,47
91125100 - ENGENHARIA DE ALIMENTOS - D,7,13,20
91130100 - ENGENHARIA AMBIENTAL - D,9,15,24
91402100 - AGRONOMIA - D,19,20,39
Total período,860,828,1688
