Quantidade de graduados de 2015 por curso e período,,,
Curso \ Período,2015.1,2015.2,Total curso
11104120 - DESIGN - D,16,19,35
11105110 - FÍSICA (LIC) - D,0,1,1
11105150 - FÍSICA (BAC) - D,2,1,3
11107110 - MATEMÁTICA (LIC) - D,2,4,6
11107150 - MATEMÁTICA (BAC) - D,2,0,2
11107210 - MATEMÁTICA (LIC) - N,3,4,7
11124100 - ENGENHARIA MECÂNICA - D,20,11,31
11126100 - ENGENHARIA DE MATERIAIS - D,19,17,36
11128100 - ENGENHARIA QUÍMICA - D,19,21,40
11133100 - ENGENHARIA DE PRODUÇÃO - D,16,12,28
11134100 - ESTATÍSTICA - D,0,1,1
11135100 - ENGENHARIA DE PETRÓLEO - D,16,25,41
12204100 - ENFERMAGEM - D,39,22,61
12205100 - MEDICINA,39,41,80
12208200 - PSICOLOGIA - N,27,21,48
13301100 - ADMINISTRAÇÃO - D,29,23,52
13301200 - ADMINISTRAÇÃO - N,8,5,13
13304100 - CIÊNCIAS ECONÔMICAS - M,6,4,10
13304200 - CIÊNCIAS ECONÔMICAS - N,8,4,12
13305110 - CIÊNCIAS SOCIAIS (LIC) - D,1,1,2
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,4,7
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,7,22,29
13305250 - CIÊNCIAS SOCIAIS (BAC) - N,2,2,4
13306100 - COMUNICAÇÃO SOCIAL - D,10,12,22
13306200 - COMUNICAÇÃO SOCIAL - N,10,16,26
13309110 - HISTÓRIA (LIC) - D,11,12,23
13309150 - HISTÓRIA (BAC) - M,2,1,3
13309210 - HISTÓRIA (LIC) - N,9,7,16
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,7,2,9
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D,4,3,7
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D,1,2,3
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,0,1,1
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,1,5,6
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N,8,7,15
13311110 - MÚSICA (LIC) - D,5,1,6
13311150 - MÚSICA (BAC) - D,8,0,8
13312110 - PEDAGOGIA (LIC) - M,4,11,15
13312210 - PEDAGOGIA (LIC) - N,7,5,12
13314210 - FILOSOFIA (LIC) - N,0,6,6
13314250 - FILOSOFIA (BAC) - N,1,0,1
13316110 - GEOGRAFIA (LIC) - M,5,17,22
13316210 - GEOGRAFIA (LIC) - N,15,7,22
13317100 - ARTE E MÍDIA - D,7,10,17
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,35,24,59
14123100 - ENGENHARIA ELÉTRICA,49,40,89
15101100 - ARQUITETURA E URBANISMO - D,3,5,8
15121100 - ENGENHARIA AGRÍCOLA - D,7,2,9
15122100 - ENGENHARIA CIVIL - D,49,7,56
15125100 - ENGENHARIA DE ALIMENTOS - D,0,6,6
15127100 - ENGENHARIA DE MINAS - D,5,19,24
Curso \ Período,2015.1,2015.2,Total curso
21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M,1,0,1
21103115 - CIÊNCIAS - QUÍMICA (LIC) - M,1,1,2
21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N,7,2,9
21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N,4,1,5
21103215 - CIÊNCIAS - QUÍMICA (LIC) - N,3,0,3
21107110 - MATEMÁTICA (LIC) - D,4,4,8
21109210 - QUÍMICA (LIC) - N,0,4,4
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,7,1,8
21204100 - ENFERMAGEM - D,29,29,58
21205100 - MEDICINA,39,30,69
21309110 - HISTÓRIA (LIC) - M,3,15,18
21309210 - HISTÓRIA (LIC) - N,14,11,25
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M,7,6,13
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,2,5,7
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,0,17,17
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N,3,1,4
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N,2,0,2
21312110 - PEDAGOGIA (LICENCIATURA) - M,1,29,30
21312210 - PEDAGOGIA (LICENCIATURA) - N,17,16,33
21316110 - GEOGRAFIA (LICENCIATURA) - M,15,7,22
21316210 - GEOGRAFIA (LICENCIATURA) - N,24,15,39
31301200 - ADMINISTRAÇÃO - N,18,7,25
31340100 - SERVIÇO SOCIAL - M,4,23,27
31350100 - DIREITO - M,1,43,44
31350200 - DIREITO - N,47,1,48
31350300 - DIREITO - V,7,44,51
31360200 - CIÊNCIAS CONTÁBEIS - N,11,14,25
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,12,14,26
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,12,16,28
41207100 - ODONTOLOGIA - D,31,25,56
41403100 - ENGENHARIA FLORESTAL - D,8,14,22
41410100 - MEDICINA VETERINÁRIA - D,35,31,66
51105110 - FÍSICA (LIC) - D,3,2,5
51107110 - MATEMÁTICA (LIC) - D,4,3,7
51107210 - MATEMÁTICA (LIC) - N,2,4,6
51109110 - QUÍMICA (LIC) - D,11,5,16
51109210 - QUÍMICA (LIC) - N,4,1,5
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,13,17,30
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,12,12,24
51203100 - FARMÁCIA - D,26,32,58
51204100 - ENFERMAGEM - D,39,25,64
51206100 - NUTRIÇÃO - D,23,23,46
51206200 - NUTRIÇÃO - N,15,11,26
71131100 - ENGENHARIA DE BIOSSISTEMAS - D,3,5,8
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,6,17,23
71133100 - ENGENHARIA DE PRODUÇÃO - D,3,16,19
71305210 - CIÊNCIAS SOCIAIS (LIC) - N,14,13,27
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,2,16,18
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N,3,10,13
71420100 - TECNOLOGIA EM AGROECOLOGIA - D,13,10,23
91125100 - ENGENHARIA DE ALIMENTOS - D,14,13,27
91130100 - ENGENHARIA AMBIENTAL - D,5,21,26
Curso \ Período,2015.1,2015.2,Total curso
91402100 - AGRONOMIA - D,16,25,41
Total período,1147,1200,2347
