Quantidade de graduados de 2010 por curso e período,,,
Curso \ Período,2010.1,2010.2,Total curso
11104100 - DESENHO INDUSTRIAL - D,5,13,18
11105150 - FÍSICA (BAC) - D,2,3,5
11107110 - MATEMÁTICA (LIC) - D,2,0,2
11107150 - MATEMÁTICA (BAC) - D,3,2,5
11107210 - MATEMÁTICA (LIC) - N,5,1,6
11124100 - ENGENHARIA MECÂNICA - D,12,22,34
11126100 - ENGENHARIA DE MATERIAIS - D,10,8,18
11128100 - ENGENHARIA QUÍMICA - D,6,13,19
11133100 - ENGENHARIA DE PRODUÇÃO - D,5,12,17
12205100 - MEDICINA,42,39,81
13301100 - ADMINISTRAÇÃO - D,31,22,53
13301200 - ADMINISTRAÇÃO - N,12,12,24
13304100 - CIÊNCIAS ECONÔMICAS - M,4,12,16
13304200 - CIÊNCIAS ECONÔMICAS - N,2,13,15
13305110 - CIÊNCIAS SOCIAIS (LIC) - D,9,5,14
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,7,10
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,10,5,15
13305250 - CIÊNCIAS SOCIAIS (BAC) - N,1,0,1
13309110 - HISTÓRIA (LIC) - D,13,6,19
13309150 - HISTÓRIA (BAC) - M,2,5,7
13309211 - HISTÓRIA (LIC) - N,5,12,17
13309212 - HISTÓRIA (BAC) - N,3,2,5
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D,10,9,19
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D,3,4,7
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N,9,15,24
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N,0,3,3
13312110 - PEDAGOGIA (LIC) - M,1,19,20
13312210 - PEDAGOGIA (LIC) - N,12,5,17
13317100 - ARTE E MÍDIA - D,6,7,13
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,20,22,42
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D,1,6,7
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D,22,13,35
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) -,4,2,6
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO,5,6,11
15108100 - METEOROLOGIA - D,1,2,3
15122100 - ENGENHARIA CIVIL - D,16,24,40
15127100 - ENGENHARIA DE MINAS - D,3,5,8
21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M,2,6,8
21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M,2,1,3
21103115 - CIÊNCIAS - QUÍMICA (LIC) - M,0,1,1
21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N,1,4,5
21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N,3,1,4
21103215 - CIÊNCIAS - QUÍMICA (LIC) - N,0,2,2
21204100 - ENFERMAGEM - D,28,17,45
21309110 - HISTÓRIA (LIC) - M,21,16,37
21309210 - HISTÓRIA (LIC) - N,18,10,28
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M,8,16,24
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M,3,7,10
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N,19,3,22
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N,2,3,5
Curso \ Período,2010.1,2010.2,Total curso
21312110 - PEDAGOGIA (LICENCIATURA) - M,5,21,26
21312210 - PEDAGOGIA (LICENCIATURA) - N,8,33,41
31350100 - DIREITO - M,3,31,34
31350200 - DIREITO - N,35,4,39
31350300 - DIREITO - V,7,50,57
31360200 - CIÊNCIAS CONTÁBEIS - N,22,57,79
41403100 - ENGENHARIA FLORESTAL - D,4,8,12
41410100 - MEDICINA VETERINÁRIA - D,24,22,46
51105110 - FÍSICA (LIC) - D,1,0,1
51107110 - MATEMÁTICA (LIC) - D,3,0,3
51109110 - QUÍMICA (LIC) - D,7,2,9
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,5,5,10
91402100 - AGRONOMIA - D,8,9,17
Total período,539,685,1224
