Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Concluintes Participantes com nota no Enem;Percentual de Concluintes participantes com nota no Enem;Nota Bruta - IDD;Nota Padronizada - IDD;IDD (Faixa)
2016;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;51584;36;FISIOTERAPIA;Educação Presencial;4113700;LONDRINA;PR;36;36;25;0,6944;1,3669;3,0964;4
2016;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;51587;19;FARMÁCIA;Educação Presencial;4113700;LONDRINA;PR;14;12;5;0,4167;4,0772;4,1859;5
2016;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Universidade;Pessoa Jurídica de Direito Público - Estadual;51609;17;AGRONOMIA;Educação Presencial;5102504;CÁCERES;MT;20;17;7;0,4118;-0,9227;2,2989;3
2016;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Universidade;Pessoa Jurídica de Direito Público - Estadual;51613;17;AGRONOMIA;Educação Presencial;5107958;TANGARÁ DA SERRA;MT;61;58;42;0,7241;-0,7889;2,3797;3
2016;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Universidade;Pessoa Jurídica de Direito Público - Estadual;51638;17;AGRONOMIA;Educação Presencial;5100250;ALTA FLORESTA;MT;58;55;43;0,7818;0,2740;3,0218;4
2016;1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;Faculdade ;Privada sem fins lucrativos;51683;36;FISIOTERAPIA;Educação Presencial;3526902;LIMEIRA;SP;23;23;21;0,9130;-0,2386;2,3796;3
2016;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Universidade;Pessoa Jurídica de Direito Público - Federal;51699;12;MEDICINA;Educação Presencial;1100205;PORTO VELHO;RO;41;39;36;0,9231;0,5447;3,5195;4
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;51701;6;ODONTOLOGIA;Educação Presencial;2919207;LAURO DE FREITAS;BA;64;64;53;0,8281;0,5680;3,0702;4
2016;3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;51743;36;FISIOTERAPIA;Educação Presencial;3170701;VARGINHA;MG;6;5;4;0,8000;2,2808;3,5044;4
2016;3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;51750;28;NUTRIÇÃO;Educação Presencial;3170701;VARGINHA;MG;7;6;5;0,8333;7,5359;5,0000;5
2016;5439;FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC;FACIPLAC;Faculdade ;Privada com fins lucrativos;51835;12;MEDICINA;Educação Presencial;5300108;BRASÍLIA;DF;74;74;61;0,8243;-0,6301;2,2388;3
2016;1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;Faculdade ;Privada sem fins lucrativos;51843;36;FISIOTERAPIA;Educação Presencial;3301009;CAMPOS DOS GOYTACAZES;RJ;18;8;7;0,8750;-1,4205;1,8519;2
2016;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;51854;36;FISIOTERAPIA;Educação Presencial;4119905;PONTA GROSSA;PR;26;25;18;0,7200;-0,2310;2,3830;3
2016;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;51906;17;AGRONOMIA;Educação Presencial;4119905;PONTA GROSSA;PR;39;39;31;0,7949;-1,4021;2,0093;3
2016;3304;FACULDADES INTEGRADAS DE PATOS;FIP;Faculdade ;Privada com fins lucrativos;51948;23;ENFERMAGEM;Educação Presencial;2510808;PATOS;PB;102;101;78;0,7723;-0,3073;2,3590;3
2016;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pessoa Jurídica de Direito Público - Federal;52003;19;FARMÁCIA;Educação Presencial;1501402;BELÉM;PA;106;90;80;0,8889;-1,6860;1,6805;2
2016;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Pessoa Jurídica de Direito Público - Federal;52101;51;ZOOTECNIA;Educação Presencial;5002704;CAMPO GRANDE;MS;27;26;25;0,9615;-0,0576;2,7815;3
2016;15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;Universidade;Privada sem fins lucrativos;52153;23;ENFERMAGEM;Educação Presencial;4203006;CAÇADOR;SC;7;7;2;0,2857;8,8486;5,0000;5
2016;15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;Universidade;Privada sem fins lucrativos;52163;19;FARMÁCIA;Educação Presencial;4203006;CAÇADOR;SC;12;12;6;0,5000;2,3596;3,4392;4
2016;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;52208;28;NUTRIÇÃO;Educação Presencial;3552205;SOROCABA;SP;22;21;15;0,7143;-0,9634;2,0095;3
2016;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Centro Universitário;Privada sem fins lucrativos;52216;36;FISIOTERAPIA;Educação Presencial;5108402;VÁRZEA GRANDE;MT;25;25;22;0,8800;-0,1301;2,4280;3
2016;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;52270;55;BIOMEDICINA;Educação Presencial;5003702;DOURADOS;MS;8;8;6;0,7500;2,2299;3,5194;4
2016;513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;52283;23;ENFERMAGEM;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;17;17;13;0,7647;1,6264;3,2692;4
2016;453;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;CEULP;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;52465;19;FARMÁCIA;Educação Presencial;1721000;PALMAS;TO;24;24;16;0,6667;1,2887;2,9737;4
2016;1045;CENTRO UNIVERSITÁRIO ANHANGÜERA;UNIFIAN;Centro Universitário;Privada com fins lucrativos;52554;5;MEDICINA VETERINÁRIA;Educação Presencial;3526704;LEME;SP;60;41;25;0,6098;-0,7370;2,0420;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;52589;19;FARMÁCIA;Educação Presencial;3509502;CAMPINAS;SP;31;31;29;0,9355;-0,3183;2,2751;3
2016;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;52667;23;ENFERMAGEM;Educação Presencial;4304705;CARAZINHO;RS;7;7;6;0,8571;-0,2966;2,3640;3
2016;1414;FACULDADE SÃO LUCAS;FSL;Centro Universitário;Privada com fins lucrativos;52743;55;BIOMEDICINA;Educação Presencial;1100205;PORTO VELHO;RO;38;36;32;0,8889;0,2354;2,5237;3
2016;1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Centro Universitário;Privada com fins lucrativos;52783;36;FISIOTERAPIA;Educação Presencial;2304400;FORTALEZA;CE;11;11;11;1,0000;-0,2334;2,3819;3
2016;1624;FACULDADE MARECHAL RONDON;FMR;Faculdade ;Privada sem fins lucrativos;52891;36;FISIOTERAPIA;Educação Presencial;3550100;SÃO MANUEL;SP;29;28;19;0,6786;-0,1274;2,4292;3
2016;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Universidade;Privada sem fins lucrativos;52977;36;FISIOTERAPIA;Educação Presencial;2611606;RECIFE;PE;27;27;25;0,9259;0,0781;2,5210;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;53011;36;FISIOTERAPIA;Educação Presencial;3550308;SÃO PAULO;SP;17;15;7;0,4667;2,7408;3,7097;4
2016;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pessoa Jurídica de Direito Público - Federal;53101;17;AGRONOMIA;Educação Presencial;1500602;ALTAMIRA;PA;41;35;27;0,7714;-0,7634;2,3951;3
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;53163;23;ENFERMAGEM;Educação Presencial;4104808;CASCAVEL;PR;35;33;26;0,7879;0,3249;2,6565;3
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;53175;23;ENFERMAGEM;Educação Presencial;4128104;UMUARAMA;PR;30;30;26;0,8667;-0,7818;2,1356;3
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;53177;19;FARMÁCIA;Educação Presencial;4128104;UMUARAMA;PR;38;38;32;0,8421;0,8229;2,7712;3
2016;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pessoa Jurídica de Direito Público - Federal;53202;5;MEDICINA VETERINÁRIA;Educação Presencial;1502400;CASTANHAL;PA;41;37;37;1,0000;-1,8871;1,1762;2
2016;18440;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;UNIFESSPA;Universidade;Pessoa Jurídica de Direito Público - Federal;53243;17;AGRONOMIA;Educação Presencial;1504208;MARABÁ;PA;27;26;23;0,8846;-0,5479;2,5252;3
2016;343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada com fins lucrativos;53314;6;ODONTOLOGIA;Educação Presencial;3106200;BELO HORIZONTE;MG;177;177;154;0,8701;-0,4410;2,0064;3
2016;549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Universidade;Pessoa Jurídica de Direito Público - Federal;53338;12;MEDICINA;Educação Presencial;1200401;RIO BRANCO;AC;36;34;30;0,8824;-0,0345;2,8880;3
2016;898;FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA;FACEAS;Faculdade ;Privada sem fins lucrativos;53397;23;ENFERMAGEM;Educação Presencial;3550308;SÃO PAULO;SP;16;15;4;0,2667;3,0833;3,9549;5
2016;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;53409;36;FISIOTERAPIA;Educação Presencial;3549102;SÃO JOÃO DA BOA VISTA;SP;34;34;31;0,9118;-0,0727;2,4536;3
2016;1624;FACULDADE MARECHAL RONDON;FMR;Faculdade ;Privada sem fins lucrativos;53414;23;ENFERMAGEM;Educação Presencial;3550100;SÃO MANUEL;SP;39;37;18;0,4865;0,1080;2,5544;3
2016;226;CENTRO UNIVERSITÁRIO LUSÍADA;UNILUS;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;53682;36;FISIOTERAPIA;Educação Presencial;3548500;SANTOS;SP;8;8;8;1,0000;2,2043;3,4702;4
2016;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;53701;36;FISIOTERAPIA;Educação Presencial;3106200;BELO HORIZONTE;MG;25;24;19;0,7917;0,7862;2,8371;3
2016;1298;Faculdade Estácio de Alagoas - Estácio FAL;ESTÁCIO FAL;Faculdade ;Privada com fins lucrativos;53869;36;FISIOTERAPIA;Educação Presencial;2704302;MACEIÓ;AL;74;73;41;0,5616;-0,1382;2,4244;3
2016;242;CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ;0;Centro Universitário;Privada com fins lucrativos;53916;23;ENFERMAGEM;Educação Presencial;3547809;SANTO ANDRÉ;SP;94;88;36;0,4091;0,0237;2,5147;3
2016;621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;Centro Universitário;Privada sem fins lucrativos;54056;6;ODONTOLOGIA;Educação Presencial;2704302;MACEIÓ;AL;123;119;89;0,7479;0,1180;2,5958;3
2016;2469;INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;Faculdade ;Privada com fins lucrativos;54308;38;SERVIÇO SOCIAL;Educação Presencial;1600303;MACAPÁ;AP;35;31;19;0,6129;0,6057;2,9267;3
2016;2186;FACULDADE SALESIANA DOM BOSCO;FSDB;Faculdade ;Privada sem fins lucrativos;54330;38;SERVIÇO SOCIAL;Educação Presencial;1302603;MANAUS;AM;9;6;3;0,5000;-2,8731;1,3034;2
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;54382;19;FARMÁCIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;53;50;20;0,4000;1,4795;3,0566;4
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;54385;23;ENFERMAGEM;Educação Presencial;3304557;RIO DE JANEIRO;RJ;103;96;29;0,3021;-0,5440;2,2475;3
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;54387;28;NUTRIÇÃO;Educação Presencial;3304557;RIO DE JANEIRO;RJ;61;57;27;0,4737;0,3379;2,5963;3
2016;15015;Universidade Estadual do Norte do Paraná;UENP;Universidade;Pessoa Jurídica de Direito Público - Estadual;54396;5;MEDICINA VETERINÁRIA;Educação Presencial;4102406;BANDEIRANTES;PR;44;42;35;0,8333;-0,3277;2,3500;3
2016;1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Faculdade ;Privada com fins lucrativos;54418;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;1100049;CACOAL;RO;61;59;48;0,8136;0,0405;2,4879;3
2016;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Universidade;Pessoa Jurídica de Direito Público - Federal;54490;12;MEDICINA;Educação Presencial;2312908;SOBRAL;CE;60;60;59;0,9833;-0,4207;2,4670;3
2016;18759;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;Universidade;Pessoa Jurídica de Direito Público - Federal;54494;12;MEDICINA;Educação Presencial;2301901;BARBALHA;CE;59;59;58;0,9831;0,0948;3,0290;4
2016;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pessoa Jurídica de Direito Público - Estadual;54504;17;AGRONOMIA;Educação Presencial;5210109;IPAMERI;GO;94;84;67;0,7976;-0,0045;2,8536;3
2016;526;UNIVERSIDADE BRAZ CUBAS;UBC;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;54726;19;FARMÁCIA;Educação Presencial;3530607;MOGI DAS CRUZES;SP;21;21;12;0,5714;1,9478;3,2602;4
2016;2571;FACULDADE REDENTOR;FACREDENTOR;Faculdade ;Privada sem fins lucrativos;54854;28;NUTRIÇÃO;Educação Presencial;3302205;ITAPERUNA;RJ;21;20;17;0,8500;-0,0534;2,4198;3
2016;2571;FACULDADE REDENTOR;FACREDENTOR;Faculdade ;Privada sem fins lucrativos;54861;27;FONOAUDIOLOGIA;Educação Presencial;3302205;ITAPERUNA;RJ;21;21;17;0,8095;-0,7926;1,9496;3
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;54903;36;FISIOTERAPIA;Educação Presencial;2919207;LAURO DE FREITAS;BA;19;16;12;0,7500;0,4212;2,6742;3
2016;1414;FACULDADE SÃO LUCAS;FSL;Centro Universitário;Privada com fins lucrativos;54924;36;FISIOTERAPIA;Educação Presencial;1100205;PORTO VELHO;RO;24;23;18;0,7826;0,3480;2,6415;3
2016;1600;INSTITUTO DE CIÊNCIAS DA SAÚDE;ICS;Faculdade ;Privada sem fins lucrativos;54969;6;ODONTOLOGIA;Educação Presencial;3143302;MONTES CLAROS;MG;172;159;140;0,8805;-0,4538;1,9929;3
2016;1263;FACULDADE BEZERRA DE ARAÚJO;FABA;Faculdade ;Privada com fins lucrativos;54973;36;FISIOTERAPIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;23;21;17;0,8095;-1,1066;1,9921;3
2016;2158;FACULDADE SANTA MARIA;FSM;Faculdade ;Privada com fins lucrativos;54975;23;ENFERMAGEM;Educação Presencial;2503704;CAJAZEIRAS;PB;74;74;59;0,7973;-0,0618;2,4745;3
2016;501;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;EMESCAM;Faculdade ;Privada sem fins lucrativos;54979;38;SERVIÇO SOCIAL;Educação Presencial;3205309;VITÓRIA;ES;54;53;39;0,7358;0,2854;2,7772;3
2016;501;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;EMESCAM;Faculdade ;Privada sem fins lucrativos;54981;23;ENFERMAGEM;Educação Presencial;3205309;VITÓRIA;ES;39;39;35;0,8974;0,0592;2,5314;3
2016;506;FACULDADE DE MEDICINA DE CAMPOS;FMC;Faculdade ;Privada sem fins lucrativos;55099;19;FARMÁCIA;Educação Presencial;3301009;CAMPOS DOS GOYTACAZES;RJ;9;9;6;0,6667;-1,4328;1,7906;2
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;55129;23;ENFERMAGEM;Educação Presencial;3303302;NITERÓI;RJ;79;75;43;0,5733;-0,2926;2,3658;3
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;55134;36;FISIOTERAPIA;Educação Presencial;3303906;PETRÓPOLIS;RJ;31;30;20;0,6667;0,3598;2,6467;3
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;55151;23;ENFERMAGEM;Educação Presencial;3304557;RIO DE JANEIRO;RJ;36;36;15;0,4167;-2,1092;1,5108;2
2016;1239;FACULDADE PADRÃO;PADRAO;Faculdade ;Privada com fins lucrativos;55167;36;FISIOTERAPIA;Educação Presencial;5208707;GOIÂNIA;GO;22;21;15;0,7143;-0,0792;2,4507;3
2016;2494;FUNVIC - FACULDADE DE PINDAMONHANGABA;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;55288;19;FARMÁCIA;Educação Presencial;3538006;PINDAMONHANGABA;SP;33;31;17;0,5484;0,8360;2,7769;3
2016;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;CESUPA;Centro Universitário;Privada sem fins lucrativos;55334;28;NUTRIÇÃO;Educação Presencial;1501402;BELÉM;PA;44;41;32;0,7805;-0,3959;2,2654;3
2016;124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;UNIARA;Centro Universitário;Privada sem fins lucrativos;55362;6;ODONTOLOGIA;Educação Presencial;3503208;ARARAQUARA;SP;53;53;39;0,7358;-0,4745;1,9710;3
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;55388;23;ENFERMAGEM;Educação Presencial;2111300;SÃO LUÍS;MA;118;96;56;0,5833;-0,2025;2,4083;3
2016;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Universidade;Pessoa Jurídica de Direito Público - Municipal;55519;23;ENFERMAGEM;Educação Presencial;3548807;SÃO CAETANO DO SUL;SP;28;27;14;0,5185;-2,8923;1,1422;2
2016;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Universidade;Pessoa Jurídica de Direito Público - Municipal;55521;19;FARMÁCIA;Educação Presencial;3548807;SÃO CAETANO DO SUL;SP;35;34;22;0,6471;-0,7357;2,0936;3
2016;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Universidade;Pessoa Jurídica de Direito Público - Municipal;55523;28;NUTRIÇÃO;Educação Presencial;3548807;SÃO CAETANO DO SUL;SP;21;21;7;0,3333;1,8453;3,2760;4
2016;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Universidade;Pessoa Jurídica de Direito Público - Municipal;55525;36;FISIOTERAPIA;Educação Presencial;3548807;SÃO CAETANO DO SUL;SP;28;27;13;0,4815;-0,4230;2,2973;3
2016;466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;Universidade;Privada com fins lucrativos;55840;19;FARMÁCIA;Educação Presencial;3550308;SÃO PAULO;SP;45;41;29;0,7073;0,3943;2,5849;3
2016;466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;Universidade;Privada com fins lucrativos;55844;28;NUTRIÇÃO;Educação Presencial;3550308;SÃO PAULO;SP;41;38;22;0,5789;-0,3210;2,2992;3
2016;18492;Universidade Estadual do Paraná;UNESPAR;Universidade;Pessoa Jurídica de Direito Público - Estadual;55973;38;SERVIÇO SOCIAL;Educação Presencial;4118402;PARANAVAÍ;PR;24;24;16;0,6667;0,7407;2,9897;4
2016;664;UNIVERSIDADE VILA VELHA;UVV;Universidade;Privada sem fins lucrativos;56085;23;ENFERMAGEM;Educação Presencial;3205200;VILA VELHA;ES;14;14;10;0,7143;0,3390;2,6632;3
2016;2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada sem fins lucrativos;56095;36;FISIOTERAPIA;Educação Presencial;3300456;BELFORD ROXO;RJ;69;69;35;0,5072;-0,8330;2,1142;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;56129;51;ZOOTECNIA;Educação Presencial;4113700;LONDRINA;PR;16;16;10;0,6250;0,1608;2,8720;3
2016;1883;FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Faculdade ;Privada com fins lucrativos;56170;19;FARMÁCIA;Educação Presencial;2919207;LAURO DE FREITAS;BA;9;7;5;0,7143;3,7025;4,0230;5
2016;2469;INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;Faculdade ;Privada com fins lucrativos;56334;28;NUTRIÇÃO;Educação Presencial;1600303;MACAPÁ;AP;21;20;14;0,7000;-2,7749;1,1927;2
2016;3146;FACULDADE DE ODONTOLOGIA DO RECIFE;FOR;Faculdade ;Privada sem fins lucrativos;56394;6;ODONTOLOGIA;Educação Presencial;2611606;RECIFE;PE;18;18;14;0,7778;-0,5503;1,8911;2
2016;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;Centro Universitário;Privada com fins lucrativos;56438;36;FISIOTERAPIA;Educação Presencial;3548906;SÃO CARLOS;SP;17;17;14;0,8235;-0,2703;2,3655;3
2016;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;Centro Universitário;Privada com fins lucrativos;56440;28;NUTRIÇÃO;Educação Presencial;3548906;SÃO CARLOS;SP;7;4;1;0,2500;;;SC
2016;1927;FACULDADES INTEGRADAS DO VALE DO IGUAÇU;0;Faculdade ;Privada com fins lucrativos;56466;36;FISIOTERAPIA;Educação Presencial;4128203;UNIÃO DA VITÓRIA;PR;23;23;21;0,9130;-0,0960;2,4433;3
2016;1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;56528;38;SERVIÇO SOCIAL;Educação Presencial;3205200;VILA VELHA;ES;17;17;8;0,4706;-0,6734;2,3299;3
2016;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;56585;28;NUTRIÇÃO;Educação Presencial;5003702;DOURADOS;MS;9;9;6;0,6667;2,1620;3,4188;4
2016;2082;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;Faculdade ;Privada com fins lucrativos;56618;28;NUTRIÇÃO;Educação Presencial;2507507;JOÃO PESSOA;PB;34;34;26;0,7647;-0,7905;2,0875;3
2016;496;UNIVERSIDADE DE FRANCA;UNIFRAN;Universidade;Privada com fins lucrativos;56622;28;NUTRIÇÃO;Educação Presencial;3516200;FRANCA;SP;52;50;33;0,6600;-0,1715;2,3666;3
2016;555;UNIVERSIDADE DE FORTALEZA;UNIFOR;Universidade;Privada sem fins lucrativos;56630;28;NUTRIÇÃO;Educação Presencial;2304400;FORTALEZA;CE;141;141;107;0,7589;-0,3858;2,2699;3
2016;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada sem fins lucrativos;56645;28;NUTRIÇÃO;Educação Presencial;5300108;BRASÍLIA;DF;43;42;16;0,3810;2,1922;3,4325;4
2016;641;CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE;Centro Universitário;Privada sem fins lucrativos;56664;23;ENFERMAGEM;Educação Presencial;4304606;CANOAS;RS;72;72;34;0,4722;-0,2315;2,3946;3
2016;641;CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE;Centro Universitário;Privada sem fins lucrativos;56666;36;FISIOTERAPIA;Educação Presencial;4304606;CANOAS;RS;47;46;21;0,4565;1,7347;3,2606;4
2016;641;CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE;Centro Universitário;Privada sem fins lucrativos;56668;28;NUTRIÇÃO;Educação Presencial;4304606;CANOAS;RS;48;47;22;0,4681;-0,0905;2,4031;3
2016;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;56696;28;NUTRIÇÃO;Educação Presencial;4314902;PORTO ALEGRE;RS;60;59;46;0,7797;-0,7775;2,0933;3
2016;2077;FACULDADE ANGLO-AMERICANO;FAA;Faculdade ;Privada com fins lucrativos;56803;36;FISIOTERAPIA;Educação Presencial;4108304;FOZ DO IGUAÇU;PR;7;7;6;0,8571;1,2215;3,0315;4
2016;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada sem fins lucrativos;56906;23;ENFERMAGEM;Educação Presencial;4308508;FREDERICO WESTPHALEN;RS;11;11;9;0,8182;0,9793;2,9646;4
2016;434;FACULDADE SANTA MARCELINA;FASM;Faculdade ;Privada sem fins lucrativos;57054;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;45;36;14;0,3889;0,0351;2,4102;3
2016;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada sem fins lucrativos;57072;23;ENFERMAGEM;Educação Presencial;4317400;SANTIAGO;RS;25;22;17;0,7727;1,1644;3,0517;4
2016;2082;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;Faculdade ;Privada com fins lucrativos;57108;36;FISIOTERAPIA;Educação Presencial;2507507;JOÃO PESSOA;PB;25;24;22;0,9167;0,3244;2,6309;3
