Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Concluintes Participantes com nota no Enem;Percentual de Concluintes participantes com nota no Enem;Nota Bruta - IDD;Nota Padronizada - IDD;IDD (Faixa)
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;7;38;SERVIÇO SOCIAL;Educação Presencial;5103403;CUIABÁ;MT;34;32;32;1,0000;-1,3751;2,0024;3
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;9;17;AGRONOMIA;Educação Presencial;5103403;CUIABÁ;MT;54;52;44;0,8462;-0,2610;2,6986;3
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;12;12;MEDICINA;Educação Presencial;5103403;CUIABÁ;MT;35;33;31;0,9394;-3,4093;0,0000;1
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;17;23;ENFERMAGEM;Educação Presencial;5103403;CUIABÁ;MT;29;28;27;0,9643;-0,1876;2,4153;3
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;20;28;NUTRIÇÃO;Educação Presencial;5103403;CUIABÁ;MT;19;18;18;1,0000;0,3282;2,5919;3
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;37;5;MEDICINA VETERINÁRIA;Educação Presencial;5103403;CUIABÁ;MT;29;29;27;0,9310;-0,8728;1,9397;2
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;126;38;SERVIÇO SOCIAL;Educação Presencial;5300108;BRASÍLIA;DF;79;63;54;0,8571;0,3152;2,7912;3
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;135;17;AGRONOMIA;Educação Presencial;5300108;BRASÍLIA;DF;113;86;60;0,6977;1,1513;3,5517;4
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;140;12;MEDICINA;Educação Presencial;5300108;BRASÍLIA;DF;89;85;66;0,7765;-0,0997;2,8169;3
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;141;6;ODONTOLOGIA;Educação Presencial;5300108;BRASÍLIA;DF;54;54;46;0,8519;0,8354;3,3520;4
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;143;23;ENFERMAGEM;Educação Presencial;5300108;BRASÍLIA;DF;55;51;38;0,7451;0,1672;2,5823;3
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;144;28;NUTRIÇÃO;Educação Presencial;5300108;BRASÍLIA;DF;60;49;35;0,7143;0,6107;2,7193;3
2016;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pessoa Jurídica de Direito Público - Federal;302;23;ENFERMAGEM;Educação Presencial;2800308;ARACAJU;SE;89;68;63;0,9265;-1,3016;1,8909;2
2016;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pessoa Jurídica de Direito Público - Federal;303;12;MEDICINA;Educação Presencial;2800308;ARACAJU;SE;53;53;39;0,7358;0,3088;3,2623;4
2016;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pessoa Jurídica de Direito Público - Federal;304;6;ODONTOLOGIA;Educação Presencial;2800308;ARACAJU;SE;46;46;38;0,8261;-0,4020;2,0476;3
2016;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pessoa Jurídica de Direito Público - Federal;319;17;AGRONOMIA;Educação Presencial;2806701;SÃO CRISTÓVÃO;SE;25;24;4;0,1667;;;SC
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;377;38;SERVIÇO SOCIAL;Educação Presencial;1302603;MANAUS;AM;96;84;76;0,9048;0,2049;2,7397;3
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;389;12;MEDICINA;Educação Presencial;1302603;MANAUS;AM;36;35;34;0,9714;-0,1420;2,7708;3
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;390;19;FARMÁCIA;Educação Presencial;1302603;MANAUS;AM;28;28;27;0,9643;0,0421;2,4318;3
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;391;6;ODONTOLOGIA;Educação Presencial;1302603;MANAUS;AM;23;23;18;0,7826;1,3630;3,9084;4
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;399;17;AGRONOMIA;Educação Presencial;1302603;MANAUS;AM;15;15;9;0,6000;2,2994;4,2453;5
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;484;12;MEDICINA;Educação Presencial;2211001;TERESINA;PI;45;45;43;0,9556;-0,7101;2,1515;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;485;6;ODONTOLOGIA;Educação Presencial;2211001;TERESINA;PI;50;49;46;0,9388;0,3134;2,8018;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;486;23;ENFERMAGEM;Educação Presencial;2211001;TERESINA;PI;48;48;47;0,9792;0,1997;2,5976;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;488;28;NUTRIÇÃO;Educação Presencial;2211001;TERESINA;PI;73;69;64;0,9275;-0,3428;2,2893;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;497;38;SERVIÇO SOCIAL;Educação Presencial;2211001;TERESINA;PI;37;33;33;1,0000;0,2490;2,7603;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;504;5;MEDICINA VETERINÁRIA;Educação Presencial;2211001;TERESINA;PI;53;52;41;0,7885;-0,0354;2,5701;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;508;17;AGRONOMIA;Educação Presencial;2211001;TERESINA;PI;43;42;34;0,8095;-0,2809;2,6865;3
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;516;19;FARMÁCIA;Educação Presencial;2211001;TERESINA;PI;25;23;22;0,9565;0,8139;2,7673;3
2016;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pessoa Jurídica de Direito Público - Federal;590;19;FARMÁCIA;Educação Presencial;3146107;OURO PRETO;MG;51;46;42;0,9130;-0,5314;2,1824;3
2016;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pessoa Jurídica de Direito Público - Federal;591;28;NUTRIÇÃO;Educação Presencial;3146107;OURO PRETO;MG;34;29;27;0,9310;0,1601;2,5161;3
2016;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pessoa Jurídica de Direito Público - Federal;626;23;ENFERMAGEM;Educação Presencial;3548906;SÃO CARLOS;SP;33;33;32;0,9697;0,2173;2,6059;3
2016;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pessoa Jurídica de Direito Público - Federal;627;36;FISIOTERAPIA;Educação Presencial;3548906;SÃO CARLOS;SP;13;9;9;1,0000;0,0635;2,5145;3
2016;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pessoa Jurídica de Direito Público - Federal;632;17;AGRONOMIA;Educação Presencial;3503307;ARARAS;SP;81;73;69;0,9452;-0,4173;2,6042;3
2016;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pessoa Jurídica de Direito Público - Federal;685;17;AGRONOMIA;Educação Presencial;3171303;VIÇOSA;MG;200;188;182;0,9681;-0,5784;2,5068;3
2016;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pessoa Jurídica de Direito Público - Federal;695;5;MEDICINA VETERINÁRIA;Educação Presencial;3171303;VIÇOSA;MG;80;80;79;0,9875;-0,8310;1,9712;3
2016;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pessoa Jurídica de Direito Público - Federal;698;28;NUTRIÇÃO;Educação Presencial;3171303;VIÇOSA;MG;61;61;61;1,0000;0,2456;2,5547;3
2016;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pessoa Jurídica de Direito Público - Federal;701;51;ZOOTECNIA;Educação Presencial;3171303;VIÇOSA;MG;50;47;43;0,9149;0,2918;2,9263;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;751;17;AGRONOMIA;Educação Presencial;4113700;LONDRINA;PR;69;68;53;0,7794;0,2254;2,9924;4
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;758;12;MEDICINA;Educação Presencial;4113700;LONDRINA;PR;86;86;78;0,9070;-0,0159;2,9083;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;759;36;FISIOTERAPIA;Educação Presencial;4113700;LONDRINA;PR;47;46;41;0,8913;-0,1972;2,3981;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;760;6;ODONTOLOGIA;Educação Presencial;4113700;LONDRINA;PR;50;48;39;0,8125;-0,1409;2,3228;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;761;19;FARMÁCIA;Educação Presencial;4113700;LONDRINA;PR;36;36;31;0,8611;-0,4307;2,2262;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;762;38;SERVIÇO SOCIAL;Educação Presencial;4113700;LONDRINA;PR;66;60;47;0,7833;-1,7652;1,8204;2
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;763;23;ENFERMAGEM;Educação Presencial;4113700;LONDRINA;PR;47;43;36;0,8372;-0,9814;2,0416;3
2016;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pessoa Jurídica de Direito Público - Estadual;777;5;MEDICINA VETERINÁRIA;Educação Presencial;4113700;LONDRINA;PR;73;71;51;0,7183;0,1652;2,7211;3
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;859;38;SERVIÇO SOCIAL;Educação Presencial;4106902;CURITIBA;PR;45;41;37;0,9024;0,3195;2,7932;3
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;867;23;ENFERMAGEM;Educação Presencial;4106902;CURITIBA;PR;40;35;27;0,7714;0,0705;2,5368;3
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;868;12;MEDICINA;Educação Presencial;4106902;CURITIBA;PR;165;164;159;0,9695;0,2632;3,2126;4
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;869;6;ODONTOLOGIA;Educação Presencial;4106902;CURITIBA;PR;77;77;67;0,8701;-0,0037;2,4674;3
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;870;36;FISIOTERAPIA;Educação Presencial;4106902;CURITIBA;PR;57;52;51;0,9808;-0,0941;2,4441;3
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;886;17;AGRONOMIA;Educação Presencial;4125506;SÃO JOSÉ DOS PINHAIS;PR;58;49;32;0,6531;0,1532;2,9488;4
2016;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;888;5;MEDICINA VETERINÁRIA;Educação Presencial;4125506;SÃO JOSÉ DOS PINHAIS;PR;50;40;27;0,6750;-1,0830;1,7815;2
2016;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Universidade;Privada sem fins lucrativos;953;27;FONOAUDIOLOGIA;Educação Presencial;2611606;RECIFE;PE;7;7;7;1,0000;0,4907;2,5454;3
2016;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Universidade;Privada sem fins lucrativos;957;38;SERVIÇO SOCIAL;Educação Presencial;2611606;RECIFE;PE;49;44;30;0,6818;0,2273;2,7502;3
2016;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;Universidade;Pessoa Jurídica de Direito Público - Federal;1026;12;MEDICINA;Educação Presencial;4315602;RIO GRANDE;RS;63;63;61;0,9683;-0,4333;2,4533;3
2016;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;Universidade;Pessoa Jurídica de Direito Público - Federal;1043;23;ENFERMAGEM;Educação Presencial;4315602;RIO GRANDE;RS;32;32;31;0,9688;-0,3930;2,3186;3
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1098;38;SERVIÇO SOCIAL;Educação Presencial;4305108;CAXIAS DO SUL;RS;21;17;6;0,3529;4,1046;4,5594;5
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1107;12;MEDICINA;Educação Presencial;4305108;CAXIAS DO SUL;RS;77;77;73;0,9481;0,2119;3,1566;4
2016;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1225;23;ENFERMAGEM;Educação Presencial;4318705;SÃO LEOPOLDO;RS;52;52;30;0,5769;0,8814;2,9185;3
2016;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1227;28;NUTRIÇÃO;Educação Presencial;4318705;SÃO LEOPOLDO;RS;59;58;33;0,5690;0,3747;2,6129;3
2016;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1242;38;SERVIÇO SOCIAL;Educação Presencial;4318705;SÃO LEOPOLDO;RS;29;28;16;0,5714;0,3771;2,8200;3
2016;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Universidade;Privada sem fins lucrativos;1322;36;FISIOTERAPIA;Educação Presencial;3303906;PETRÓPOLIS;RJ;11;10;6;0,6000;0,3749;2,6535;3
2016;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pessoa Jurídica de Direito Público - Federal;1433;17;AGRONOMIA;Educação Presencial;3170206;UBERLÂNDIA;MG;116;113;92;0,8142;-0,6889;2,4401;3
2016;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pessoa Jurídica de Direito Público - Federal;1439;12;MEDICINA;Educação Presencial;3170206;UBERLÂNDIA;MG;87;87;86;0,9885;-0,5762;2,2976;3
2016;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pessoa Jurídica de Direito Público - Federal;1440;5;MEDICINA VETERINÁRIA;Educação Presencial;3170206;UBERLÂNDIA;MG;88;83;76;0,9157;0,1203;2,6872;3
2016;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pessoa Jurídica de Direito Público - Federal;1441;6;ODONTOLOGIA;Educação Presencial;3170206;UBERLÂNDIA;MG;85;82;76;0,9268;-0,2979;2,1573;3
2016;18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Universidade;Privada sem fins lucrativos;1518;12;MEDICINA;Educação Presencial;4314407;PELOTAS;RS;83;83;81;0,9759;-0,6612;2,2049;3
2016;18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Universidade;Privada sem fins lucrativos;1526;38;SERVIÇO SOCIAL;Educação Presencial;4314407;PELOTAS;RS;33;32;29;0,9063;0,0922;2,6871;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1627;23;ENFERMAGEM;Educação Presencial;3509502;CAMPINAS;SP;56;56;50;0,8929;0,3079;2,6485;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1628;36;FISIOTERAPIA;Educação Presencial;3509502;CAMPINAS;SP;38;36;32;0,8889;0,0059;2,4887;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1629;12;MEDICINA;Educação Presencial;3509502;CAMPINAS;SP;133;133;128;0,9624;-1,7105;1,0610;2
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1630;28;NUTRIÇÃO;Educação Presencial;3509502;CAMPINAS;SP;27;26;22;0,8462;0,5678;2,7000;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1631;6;ODONTOLOGIA;Educação Presencial;3509502;CAMPINAS;SP;77;76;69;0,9079;-0,2013;2,2591;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1644;27;FONOAUDIOLOGIA;Educação Presencial;3509502;CAMPINAS;SP;18;18;16;0,8889;0,5016;2,5505;3
2016;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1650;38;SERVIÇO SOCIAL;Educação Presencial;3509502;CAMPINAS;SP;40;35;28;0,8000;0,2377;2,7550;3
2016;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1725;12;MEDICINA;Educação Presencial;4314100;PASSO FUNDO;RS;95;93;59;0,6344;0,4264;3,3905;4
2016;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1726;6;ODONTOLOGIA;Educação Presencial;4314100;PASSO FUNDO;RS;58;57;52;0,9123;0,1384;2,6172;3
2016;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1727;23;ENFERMAGEM;Educação Presencial;4314100;PASSO FUNDO;RS;54;47;45;0,9574;0,4350;2,7084;3
2016;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1728;17;AGRONOMIA;Educação Presencial;4314100;PASSO FUNDO;RS;84;77;56;0,7273;0,2143;2,9857;4
2016;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;1879;12;MEDICINA;Educação Presencial;4314902;PORTO ALEGRE;RS;68;68;67;0,9853;0,1692;3,1102;4
2016;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;1883;6;ODONTOLOGIA;Educação Presencial;4314902;PORTO ALEGRE;RS;70;70;65;0,9286;0,2585;2,7438;3
2016;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;1887;38;SERVIÇO SOCIAL;Educação Presencial;4314902;PORTO ALEGRE;RS;58;56;45;0,8036;-0,8822;2,2324;3
2016;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;1924;19;FARMÁCIA;Educação Presencial;4314902;PORTO ALEGRE;RS;62;61;38;0,6230;0,4467;2,6077;3
2016;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;2089;36;FISIOTERAPIA;Educação Presencial;4313409;NOVO HAMBURGO;RS;48;48;17;0,3542;0,8110;2,8482;3
2016;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;2112;23;ENFERMAGEM;Educação Presencial;2913606;ILHÉUS;BA;49;46;43;0,9348;-0,8484;2,1042;3
2016;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;2113;17;AGRONOMIA;Educação Presencial;2913606;ILHÉUS;BA;28;28;20;0,7143;1,3827;3,6915;4
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;2133;23;ENFERMAGEM;Educação Presencial;1302603;MANAUS;AM;39;37;29;0,7838;0,4032;2,6934;3
2016;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Universidade;Privada sem fins lucrativos;2147;6;ODONTOLOGIA;Educação Presencial;3169307;TRÊS CORAÇÕES;MG;29;28;22;0,7857;-0,6370;1,7997;2
2016;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pessoa Jurídica de Direito Público - Estadual;2191;5;MEDICINA VETERINÁRIA;Educação Presencial;2304400;FORTALEZA;CE;60;51;32;0,6275;0,0594;2,6414;3
2016;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pessoa Jurídica de Direito Público - Estadual;2192;23;ENFERMAGEM;Educação Presencial;2304400;FORTALEZA;CE;53;50;45;0,9000;0,1759;2,5864;3
2016;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pessoa Jurídica de Direito Público - Estadual;2202;28;NUTRIÇÃO;Educação Presencial;2304400;FORTALEZA;CE;71;68;61;0,8971;0,4951;2,6672;3
2016;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pessoa Jurídica de Direito Público - Estadual;2214;38;SERVIÇO SOCIAL;Educação Presencial;2304400;FORTALEZA;CE;206;169;136;0,8047;-3,0506;1,2206;2
2016;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2295;5;MEDICINA VETERINÁRIA;Educação Presencial;3101607;ALFENAS;MG;36;34;30;0,8824;0,5922;3,0425;4
2016;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2297;6;ODONTOLOGIA;Educação Presencial;3101607;ALFENAS;MG;116;113;105;0,9292;0,0589;2,5334;3
2016;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2298;17;AGRONOMIA;Educação Presencial;3101607;ALFENAS;MG;25;19;17;0,8947;-2,1230;1,5738;2
2016;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2304;12;MEDICINA;Educação Presencial;3101607;ALFENAS;MG;163;162;149;0,9198;-0,5314;2,3464;3
2016;32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;Universidade;Pessoa Jurídica de Direito Público - Estadual;2348;12;MEDICINA;Educação Presencial;2704302;MACEIÓ;AL;48;47;39;0,8298;-1,2416;1,5722;2
2016;32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;Universidade;Pessoa Jurídica de Direito Público - Estadual;2350;27;FONOAUDIOLOGIA;Educação Presencial;2704302;MACEIÓ;AL;24;24;22;0,9167;-0,0705;2,2849;3
2016;32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;Universidade;Pessoa Jurídica de Direito Público - Estadual;2351;36;FISIOTERAPIA;Educação Presencial;2704302;MACEIÓ;AL;39;39;32;0,8205;0,2642;2,6041;3
2016;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Universidade;Pessoa Jurídica de Direito Público - Estadual;2442;17;AGRONOMIA;Educação Presencial;2918407;JUAZEIRO;BA;45;43;34;0,7907;-12,9491;0,0000;1
2016;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Universidade;Pessoa Jurídica de Direito Público - Estadual;2451;28;NUTRIÇÃO;Educação Presencial;2927408;SALVADOR;BA;36;35;31;0,8857;-0,7251;2,1170;3
2016;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;2535;5;MEDICINA VETERINÁRIA;Educação Presencial;4209300;LAGES;SC;50;49;39;0,7959;0,1539;2,7126;3
2016;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;2536;17;AGRONOMIA;Educação Presencial;4209300;LAGES;SC;50;48;31;0,6458;1,1787;3,5683;4
2016;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pessoa Jurídica de Direito Público - Estadual;2544;36;FISIOTERAPIA;Educação Presencial;4205407;FLORIANÓPOLIS;SC;12;12;11;0,9167;2,5686;3,6329;4
2016;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pessoa Jurídica de Direito Público - Estadual;2694;6;ODONTOLOGIA;Educação Presencial;3538709;PIRACICABA;SP;79;79;78;0,9873;-0,1129;2,3523;3
2016;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pessoa Jurídica de Direito Público - Estadual;2695;12;MEDICINA;Educação Presencial;3509502;CAMPINAS;SP;106;106;102;0,9623;0,1161;3,0522;4
2016;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pessoa Jurídica de Direito Público - Estadual;2701;23;ENFERMAGEM;Educação Presencial;3509502;CAMPINAS;SP;39;37;37;1,0000;-1,5637;1,7675;2
2016;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pessoa Jurídica de Direito Público - Estadual;3127;6;ODONTOLOGIA;Educação Presencial;3503208;ARARAQUARA;SP;76;75;73;0,9733;-0,5989;1,8400;2
