Dados do período 2021.1,,,,,,
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
13010000,ADMINISTRAÇÃO E CONTABILIDADE,Campina Grande,562,29,4110,1245
13020000,ARTES,Campina Grande,264,24,4395,848
15010000,CIÊNCIAS ATMOSFÉRICAS,Campina Grande,58,14,1170,101
12020000,CIÊNCIAS MÉDICAS,Campina Grande,481,94,11535,2471
13050000,CIÊNCIAS SOCIAIS,Campina Grande,593,49,6075,984
11120000,DESIGN,Campina Grande,159,16,2100,516
13030000,ECONOMIA E FINANCAS,Campina Grande,369,21,3030,599
13040000,EDUCAÇÃO,Campina Grande,594,35,5130,1435
12010000,ENFERMAGEM,Campina Grande,186,44,6105,900
15020000,ENGENHARIA AGRÍCOLA,Campina Grande,94,24,2610,261
15030000,ENGENHARIA CIVIL,Campina Grande,758,37,5535,1834
15040000,ENGENHARIA DE ALIMENTOS,Campina Grande,106,15,1650,221
11060000,ENGENHARIA DE MATERIAIS,Campina Grande,236,18,1590,307
11110000,ENGENHARIA DE PETRÓLEO,Campina Grande,98,10,1590,236
11130000,ENGENHARIA DE PRODUÇÃO,Campina Grande,461,18,2670,564
14040000,ENGENHARIA ELÉTRICA,Campina Grande,650,51,8160,1945
11050000,ENGENHARIA MECÂNICA,Campina Grande,231,26,3495,665
11070000,ENGENHARIA QUÍMICA,Campina Grande,485,32,3930,919
11140000,ESTATÍSTICA,Campina Grande,500,14,2310,567
11080000,FÍSICA,Campina Grande,1012,32,4965,1481
13080000,GEOGRAFIA,Campina Grande,195,15,3060,778
13060000,HISTÓRIA,Campina Grande,255,23,3480,749
13070000,LETRAS,Campina Grande,1031,59,9960,2176
11090000,MATEMÁTICA,Campina Grande,1505,37,4920,2357
15100000,MINERAÇÃO E GEOLOGIA,Campina Grande,174,16,1920,242
13090000,MÚSICA,Campina Grande,78,13,2190,224
12050000,PSICOLOGIA,Campina Grande,343,28,7740,1889
14110000,SISTEMAS E COMPUTAÇÃO,Campina Grande,1116,38,4860,2746
21050000,CIÊNCIAS DA VIDA,Cajazeiras,320,54,7545,968
21020000,CIÊNCIAS EXATAS E DA NATUREZA,Cajazeiras,455,32,5340,1257
21010000,CIÊNCIAS SOCIAIS,Cajazeiras,464,17,3015,1181
21030000,EDUCAÇÃO,Cajazeiras,750,30,4650,1704
21060000,ENFERMAGEM,Cajazeiras,260,29,3555,943
21070000,GEOGRAFIA,Cajazeiras,230,16,2595,674
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
21040000,LETRAS,Cajazeiras,577,26,4470,1258
31030000,CIÊNCIAS CONTÁBEIS,Sousa,373,28,3570,1571
31010000,DIREITO,Sousa,960,53,7620,5934
41050000,CIÊNCIAS BIOLÓGICAS,Patos,353,30,3210,1112
41020000,ENGENHARIA FLORESTAL,Patos,156,27,2940,580
41010000,MEDICINA VETERINÁRIA,Patos,425,46,5730,2438
41060000,ODONTOLOGIA,Patos,380,34,3570,1676
51040000,BIOLOGIA E QUÍMICA,Cuité,854,32,5955,2052
51030000,ENFERMAGEM,Cuité,239,24,7605,1412
51010000,FÍSICA E MATEMÁTICA,Cuité,776,40,6210,1677
51020000,SAÚDE,Cuité,750,42,10950,3487
71050000,CIÊNCIAS SOCIAIS,Sumé,227,11,2070,511
71010000,EDUCAÇÃO DO CAMPO,Sumé,251,24,2940,452
71030000,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,Sumé,180,15,2070,369
71040000,ENGENHARIA DE PRODUÇÃO,Sumé,200,12,1860,502
71060000,GESTÃO PÚBLICA,Sumé,124,9,1170,386
71020000,TECNOLOGIA DO DESENVOLVIMENTO,Sumé,302,27,3750,800
91010000,AGRONOMIA E TECNOLOGIA DE ALIMENTO,Pombal,849,79,14610,4101
