Dados do período 2017.2,,,,,,
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
13010000,ADMINISTRAÇÃO E CONTABILIDADE,Campina Grande,775,27,5760,1711
13020000,ARTES,Campina Grande,344,26,4410,1546
15010000,CIÊNCIAS ATMOSFÉRICAS,Campina Grande,31,11,1020,60
12020000,CIÊNCIAS MÉDICAS,Campina Grande,464,104,13245,2574
13050000,CIÊNCIAS SOCIAIS,Campina Grande,919,47,6225,1376
11120000,DESIGN,Campina Grande,188,19,2400,772
13030000,ECONOMIA E FINANCAS,Campina Grande,486,21,2940,751
13040000,EDUCAÇÃO,Campina Grande,579,34,5235,1476
12010000,ENFERMAGEM,Campina Grande,149,46,5385,850
15020000,ENGENHARIA AGRÍCOLA,Campina Grande,147,28,2730,401
15030000,ENGENHARIA CIVIL,Campina Grande,917,43,6135,2786
15040000,ENGENHARIA DE ALIMENTOS,Campina Grande,65,11,1530,213
11060000,ENGENHARIA DE MATERIAIS,Campina Grande,249,18,1830,411
11110000,ENGENHARIA DE PETRÓLEO,Campina Grande,102,9,1230,208
11130000,ENGENHARIA DE PRODUÇÃO,Campina Grande,626,17,2460,739
14040000,ENGENHARIA ELÉTRICA,Campina Grande,802,53,8265,2923
11050000,ENGENHARIA MECÂNICA,Campina Grande,414,28,5445,1102
11070000,ENGENHARIA QUÍMICA,Campina Grande,469,29,3900,1060
11140000,ESTATÍSTICA,Campina Grande,775,15,2400,809
11080000,FÍSICA,Campina Grande,1277,33,5130,1916
13080000,GEOGRAFIA,Campina Grande,281,15,2550,940
13060000,HISTÓRIA,Campina Grande,376,19,2940,1013
19030000,HISTÓRIA (PARFOR),Campina Grande,13,4,375,66
13070000,LETRAS,Campina Grande,985,58,8775,1939
11090000,MATEMÁTICA,Campina Grande,1951,39,5160,3082
19010000,MATEMÁTICA (PARFOR),Campina Grande,15,7,600,62
15100000,MINERAÇÃO E GEOLOGIA,Campina Grande,189,16,2400,481
13090000,MÚSICA,Campina Grande,101,15,3060,483
12050000,PSICOLOGIA,Campina Grande,275,30,7590,1497
14110000,SISTEMAS E COMPUTAÇÃO,Campina Grande,1298,38,5715,3122
21050000,CIÊNCIAS DA VIDA,Cajazeiras,286,59,6300,816
21020000,CIÊNCIAS EXATAS E DA NATUREZA,Cajazeiras,473,35,6225,1458
21010000,CIÊNCIAS SOCIAIS,Cajazeiras,472,18,3165,1387
21030000,EDUCAÇÃO,Cajazeiras,709,29,4650,1730
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
21060000,ENFERMAGEM,Cajazeiras,232,35,3045,772
21070000,GEOGRAFIA,Cajazeiras,274,17,2670,768
21040000,LETRAS,Cajazeiras,614,25,4350,1475
19020000,QUÍMICA (PARFOR),Cajazeiras,5,5,270,25
31030000,CIÊNCIAS CONTÁBEIS,Sousa,376,28,3480,1991
31010000,DIREITO,Sousa,951,59,8910,5963
41050000,CIÊNCIAS BIOLÓGICAS,Patos,290,24,3180,1216
41020000,ENGENHARIA FLORESTAL,Patos,144,25,3270,692
41010000,MEDICINA VETERINÁRIA,Patos,419,46,5565,2293
41060000,ODONTOLOGIA,Patos,392,40,4020,1973
51040000,BIOLOGIA E QUÍMICA,Cuité,893,37,5940,2069
51030000,ENFERMAGEM,Cuité,241,29,6240,1219
51010000,FÍSICA E MATEMÁTICA,Cuité,741,35,5925,1515
51020000,SAÚDE,Cuité,740,40,9855,3665
71050000,CIÊNCIAS SOCIAIS,Sumé,136,10,1230,378
71010000,EDUCAÇÃO DO CAMPO,Sumé,298,27,3270,633
71030000,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,Sumé,152,14,1770,381
71040000,ENGENHARIA DE PRODUÇÃO,Sumé,239,11,1350,576
71060000,GESTÃO PÚBLICA,Sumé,146,9,930,484
71020000,TECNOLOGIA DO DESENVOLVIMENTO,Sumé,368,34,4110,1238
91010000,AGRONOMIA E TECNOLOGIA DE ALIMENTO,Pombal,901,78,14655,5091
