Dados do período 2022.1,,,,,,
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
13010000,ADMINISTRAÇÃO E CONTABILIDADE,Campina Grande,643,26,4470,1394
13020000,ARTES,Campina Grande,300,25,4935,1195
15010000,CIÊNCIAS ATMOSFÉRICAS,Campina Grande,44,14,1350,72
12020000,CIÊNCIAS MÉDICAS,Campina Grande,533,94,13440,2633
13050000,CIÊNCIAS SOCIAIS,Campina Grande,921,49,7035,1644
11120000,DESIGN,Campina Grande,172,16,2310,733
13030000,ECONOMIA E FINANCAS,Campina Grande,491,21,3150,877
13040000,EDUCAÇÃO,Campina Grande,614,35,5655,1588
12010000,ENFERMAGEM,Campina Grande,202,45,6810,1256
15020000,ENGENHARIA AGRÍCOLA,Campina Grande,134,25,3480,400
15030000,ENGENHARIA CIVIL,Campina Grande,818,40,5625,2087
15040000,ENGENHARIA DE ALIMENTOS,Campina Grande,105,14,1620,244
11060000,ENGENHARIA DE MATERIAIS,Campina Grande,211,17,1710,321
11110000,ENGENHARIA DE PETRÓLEO,Campina Grande,95,10,1530,223
11130000,ENGENHARIA DE PRODUÇÃO,Campina Grande,691,17,2610,772
14040000,ENGENHARIA ELÉTRICA,Campina Grande,679,54,7635,2104
11050000,ENGENHARIA MECÂNICA,Campina Grande,268,28,3465,833
11070000,ENGENHARIA QUÍMICA,Campina Grande,591,29,4230,1096
11140000,ESTATÍSTICA,Campina Grande,561,15,2100,665
11080000,FÍSICA,Campina Grande,1160,32,5085,1546
13080000,GEOGRAFIA,Campina Grande,224,14,3570,1068
13060000,HISTÓRIA,Campina Grande,316,24,3270,954
13070000,LETRAS,Campina Grande,1088,56,10065,2411
11090000,MATEMÁTICA,Campina Grande,1834,36,5160,2974
15100000,MINERAÇÃO E GEOLOGIA,Campina Grande,179,16,1920,268
13090000,MÚSICA,Campina Grande,61,15,2910,291
12050000,PSICOLOGIA,Campina Grande,373,27,8610,2087
14110000,SISTEMAS E COMPUTAÇÃO,Campina Grande,1373,38,4620,3418
21050000,CIÊNCIAS DA VIDA,Cajazeiras,341,58,8025,1090
21020000,CIÊNCIAS EXATAS E DA NATUREZA,Cajazeiras,460,31,5520,1371
21010000,CIÊNCIAS SOCIAIS,Cajazeiras,536,16,2565,1250
21030000,EDUCAÇÃO,Cajazeiras,797,32,4485,1844
21060000,ENFERMAGEM,Cajazeiras,313,31,4230,1299
21070000,GEOGRAFIA,Cajazeiras,270,15,2550,866
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
21040000,LETRAS,Cajazeiras,678,24,4380,1461
31030000,CIÊNCIAS CONTÁBEIS,Sousa,411,27,3390,1843
31010000,DIREITO,Sousa,936,51,7620,5672
41050000,CIÊNCIAS BIOLÓGICAS,Patos,296,29,3210,1220
41020000,ENGENHARIA FLORESTAL,Patos,129,30,3585,538
41010000,MEDICINA VETERINÁRIA,Patos,435,46,6150,2869
41060000,ODONTOLOGIA,Patos,433,35,3990,2033
51040000,BIOLOGIA E QUÍMICA,Cuité,913,34,5955,2341
51030000,ENFERMAGEM,Cuité,238,23,5595,1246
51010000,FÍSICA E MATEMÁTICA,Cuité,901,39,6510,2164
51020000,SAÚDE,Cuité,752,40,10500,3515
71050000,CIÊNCIAS SOCIAIS,Sumé,231,11,1770,575
71010000,EDUCAÇÃO DO CAMPO,Sumé,330,28,3795,714
71030000,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,Sumé,148,16,2160,358
71040000,ENGENHARIA DE PRODUÇÃO,Sumé,173,14,1920,453
71060000,GESTÃO PÚBLICA,Sumé,128,9,1110,458
71020000,TECNOLOGIA DO DESENVOLVIMENTO,Sumé,250,28,3810,703
91010000,AGRONOMIA E TECNOLOGIA DE ALIMENTO,Pombal,733,76,14445,3808
