Dados do período 2024.1,,,,,,
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
13010000,ADMINISTRAÇÃO E CONTABILIDADE,Campina Grande,626,27,4440,1388
13020000,ARTES,Campina Grande,273,25,5505,1204
15010000,CIÊNCIAS ATMOSFÉRICAS,Campina Grande,44,14,1650,74
12020000,CIÊNCIAS MÉDICAS,Campina Grande,549,102,13905,2756
13050000,CIÊNCIAS SOCIAIS,Campina Grande,914,47,7035,1579
11120000,DESIGN,Campina Grande,203,18,2490,949
13030000,ECONOMIA E FINANCAS,Campina Grande,546,20,3330,1068
13040000,EDUCAÇÃO,Campina Grande,610,37,5100,1629
12010000,ENFERMAGEM,Campina Grande,251,43,6990,1344
15020000,ENGENHARIA AGRÍCOLA,Campina Grande,116,26,3540,432
15030000,ENGENHARIA CIVIL,Campina Grande,740,41,5985,1989
15040000,ENGENHARIA DE ALIMENTOS,Campina Grande,89,15,1950,205
11060000,ENGENHARIA DE MATERIAIS,Campina Grande,176,18,1800,236
11110000,ENGENHARIA DE PETRÓLEO,Campina Grande,60,10,1530,122
11130000,ENGENHARIA DE PRODUÇÃO,Campina Grande,557,18,2610,640
14040000,ENGENHARIA ELÉTRICA,Campina Grande,611,52,8250,2108
11050000,ENGENHARIA MECÂNICA,Campina Grande,241,26,3465,679
11070000,ENGENHARIA QUÍMICA,Campina Grande,471,33,4470,877
11140000,ESTATÍSTICA,Campina Grande,422,14,2370,461
11080000,FÍSICA,Campina Grande,977,36,5085,1362
13080000,GEOGRAFIA,Campina Grande,241,15,3180,1139
13060000,HISTÓRIA,Campina Grande,247,22,3660,971
13070000,LETRAS,Campina Grande,1014,59,9840,2404
11090000,MATEMÁTICA,Campina Grande,1658,34,4800,2680
15100000,MINERAÇÃO E GEOLOGIA,Campina Grande,163,15,1980,241
13090000,MÚSICA,Campina Grande,70,14,2685,319
12050000,PSICOLOGIA,Campina Grande,366,30,7680,2085
14110000,SISTEMAS E COMPUTAÇÃO,Campina Grande,1366,40,5940,3556
21050000,CIÊNCIAS DA VIDA,Cajazeiras,349,57,6855,1132
21020000,CIÊNCIAS EXATAS E DA NATUREZA,Cajazeiras,471,32,5925,1497
21010000,CIÊNCIAS SOCIAIS,Cajazeiras,560,18,3120,1632
21030000,EDUCAÇÃO,Cajazeiras,843,33,4545,1922
21060000,ENFERMAGEM,Cajazeiras,308,30,5235,1307
21070000,GEOGRAFIA,Cajazeiras,249,15,2610,811
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
21040000,LETRAS,Cajazeiras,750,24,4185,1524
31030000,CIÊNCIAS CONTÁBEIS,Sousa,372,26,3390,1621
31010000,DIREITO,Sousa,968,51,7455,5823
41050000,CIÊNCIAS BIOLÓGICAS,Patos,289,27,3420,1166
41020000,ENGENHARIA FLORESTAL,Patos,111,27,3720,499
41010000,MEDICINA VETERINÁRIA,Patos,388,44,5865,2345
41060000,ODONTOLOGIA,Patos,351,36,4290,1863
51040000,BIOLOGIA E QUÍMICA,Cuité,870,35,6135,2332
51030000,ENFERMAGEM,Cuité,232,24,4110,1286
51010000,FÍSICA E MATEMÁTICA,Cuité,837,37,6645,1934
51020000,SAÚDE,Cuité,655,42,10350,3258
71050000,CIÊNCIAS SOCIAIS,Sumé,170,11,1545,460
71010000,EDUCAÇÃO DO CAMPO,Sumé,262,23,2970,595
71030000,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,Sumé,96,13,2190,222
71040000,ENGENHARIA DE PRODUÇÃO,Sumé,114,14,1860,331
71060000,GESTÃO PÚBLICA,Sumé,119,8,1080,403
71020000,TECNOLOGIA DO DESENVOLVIMENTO,Sumé,142,28,3720,413
91010000,AGRONOMIA E TECNOLOGIA DE ALIMENTO,Pombal,586,73,16170,4170
