Dados do período 2020.1,,,,,,
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
13010000,ADMINISTRAÇÃO E CONTABILIDADE,Campina Grande,563,28,4200,1242
13020000,ARTES,Campina Grande,245,21,3735,866
15010000,CIÊNCIAS ATMOSFÉRICAS,Campina Grande,45,12,1350,70
12020000,CIÊNCIAS MÉDICAS,Campina Grande,534,99,12900,1889
13050000,CIÊNCIAS SOCIAIS,Campina Grande,818,48,6450,1312
11120000,DESIGN,Campina Grande,141,17,1560,376
13030000,ECONOMIA E FINANCAS,Campina Grande,451,22,3210,740
13040000,EDUCAÇÃO,Campina Grande,520,29,4935,1093
12010000,ENFERMAGEM,Campina Grande,175,45,4140,713
15020000,ENGENHARIA AGRÍCOLA,Campina Grande,107,26,2460,298
15030000,ENGENHARIA CIVIL,Campina Grande,740,43,5715,1838
15040000,ENGENHARIA DE ALIMENTOS,Campina Grande,80,14,2040,215
11060000,ENGENHARIA DE MATERIAIS,Campina Grande,174,19,1860,281
11110000,ENGENHARIA DE PETRÓLEO,Campina Grande,95,9,1410,174
11130000,ENGENHARIA DE PRODUÇÃO,Campina Grande,396,18,2670,515
14040000,ENGENHARIA ELÉTRICA,Campina Grande,589,49,7950,2053
11050000,ENGENHARIA MECÂNICA,Campina Grande,237,25,2805,574
11070000,ENGENHARIA QUÍMICA,Campina Grande,465,26,3120,784
11140000,ESTATÍSTICA,Campina Grande,544,15,2370,596
11080000,FÍSICA,Campina Grande,1159,33,5130,1569
13080000,GEOGRAFIA,Campina Grande,230,15,2370,792
13060000,HISTÓRIA,Campina Grande,256,21,3120,786
13070000,LETRAS,Campina Grande,858,54,9330,1821
11090000,MATEMÁTICA,Campina Grande,1670,34,4140,2458
15100000,MINERAÇÃO E GEOLOGIA,Campina Grande,190,17,2040,328
13090000,MÚSICA,Campina Grande,98,15,2850,435
12050000,PSICOLOGIA,Campina Grande,320,30,7140,1567
14110000,SISTEMAS E COMPUTAÇÃO,Campina Grande,1036,39,4770,2719
21050000,CIÊNCIAS DA VIDA,Cajazeiras,261,40,8865,617
21020000,CIÊNCIAS EXATAS E DA NATUREZA,Cajazeiras,469,32,5325,1253
21010000,CIÊNCIAS SOCIAIS,Cajazeiras,488,19,3120,1247
21030000,EDUCAÇÃO,Cajazeiras,750,32,3795,1374
21060000,ENFERMAGEM,Cajazeiras,228,29,3080,633
21070000,GEOGRAFIA,Cajazeiras,241,14,2640,694
Unidade Acadêmica,,Campus,Alunos Matriculados,Professores,Carga Horária Ofertada,Matrículas Efetivas
21040000,LETRAS,Cajazeiras,414,26,3105,913
31030000,CIÊNCIAS CONTÁBEIS,Sousa,367,28,3720,1589
31010000,DIREITO,Sousa,962,58,7935,5682
41050000,CIÊNCIAS BIOLÓGICAS,Patos,310,30,3705,1021
41020000,ENGENHARIA FLORESTAL,Patos,142,27,3180,557
41010000,MEDICINA VETERINÁRIA,Patos,434,46,5430,2567
41060000,ODONTOLOGIA,Patos,387,33,3555,1527
51040000,BIOLOGIA E QUÍMICA,Cuité,810,33,5895,2007
51030000,ENFERMAGEM,Cuité,235,24,4650,850
51010000,FÍSICA E MATEMÁTICA,Cuité,586,36,5730,1342
51020000,SAÚDE,Cuité,746,38,11040,3089
71050000,CIÊNCIAS SOCIAIS,Sumé,230,11,1740,446
71010000,EDUCAÇÃO DO CAMPO,Sumé,220,22,2835,394
71030000,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,Sumé,207,14,2010,448
71040000,ENGENHARIA DE PRODUÇÃO,Sumé,207,14,1860,440
71060000,GESTÃO PÚBLICA,Sumé,181,9,1350,496
71020000,TECNOLOGIA DO DESENVOLVIMENTO,Sumé,402,28,4050,1119
91010000,AGRONOMIA E TECNOLOGIA DE ALIMENTO,Pombal,911,74,14640,4549
