Quantidade de graduados de 2004 por curso e período,,,
Curso \ Período,2004.1,2004.2,Total curso
11104100 - DESENHO INDUSTRIAL - D,7,10,17
11105150 - FÍSICA (BAC) - D,1,1,2
11107110 - MATEMÁTICA (LIC) - D,5,4,9
11107150 - MATEMÁTICA (BAC) - D,1,2,3
11107210 - MATEMÁTICA (LIC) - N,7,1,8
11111100 - TECNOLOGIA QUÍMICA (COUROS E TANANTES),4,0,4
11124100 - ENGENHARIA MECÂNICA - D,13,7,20
11126100 - ENGENHARIA DE MATERIAIS - D,11,4,15
11128100 - ENGENHARIA QUÍMICA - D,6,6,12
12205100 - MEDICINA,37,42,79
13301151 - ADMINISTRAÇÃO (PÚBLICA) - D,3,2,5
13301152 - ADMINISTRAÇÃO (EMPRESA) - D,23,21,44
13301251 - ADMINISTRAÇÃO (PÚBLICA) - N,0,1,1
13301252 - ADMINISTRAÇÃO (EMPRESA) - N,9,8,17
13304100 - CIÊNCIAS ECONÔMICAS - M,7,3,10
13304200 - CIÊNCIAS ECONÔMICAS - N,4,6,10
13305110 - CIÊNCIAS SOCIAIS (LIC) - D,5,3,8
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,1,1,2
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,1,2,3
13305250 - CIÊNCIAS SOCIAIS (BAC) - N,1,3,4
13309110 - HISTÓRIA (LIC) - D,12,7,19
13309150 - HISTÓRIA (BAC) - M,0,1,1
13309211 - HISTÓRIA (LIC) - N,8,4,12
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D,4,5,9
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D,2,0,2
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D,2,0,2
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N,3,1,4
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N,3,1,4
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M,15,13,28
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M,0,4,4
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N,15,4,19
13317100 - ARTE E MÍDIA - D,9,3,12
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,28,14,42
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D,7,7,14
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D,6,7,13
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) -,5,4,9
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO,9,6,15
15108100 - METEOROLOGIA - D,3,2,5
15121100 - ENGENHARIA AGRÍCOLA - D,3,4,7
15122100 - ENGENHARIA CIVIL - D,33,42,75
15127100 - ENGENHARIA DE MINAS - D,5,7,12
21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M,4,4,8
21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M,4,4,8
21103115 - CIÊNCIAS - QUÍMICA (LIC) - M,1,0,1
21309210 - HISTÓRIA (LIC) - N,33,33,66
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M,2,13,15
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M,5,17,22
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N,12,1,13
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N,11,6,17
21312111 - PEDAGOGIA(LIC.PLENA) ADM.ESCOLAR - M,0,1,1
Curso \ Período,2004.1,2004.2,Total curso
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M,32,10,42
21312212 - PEDAGOGIA (LIC PLENA) SUPERV.ESCOLAR - N,24,5,29
21316110 - GEOGRAFIA (LICENCIATURA) - M,1,30,31
21316210 - GEOGRAFIA (LICENCIATURA) - N,8,26,34
31350100 - DIREITO - M,22,41,63
31350200 - DIREITO - N,22,18,40
41403100 - ENGENHARIA FLORESTAL - D,3,3,6
41410100 - MEDICINA VETERINÁRIA - D,32,24,56
Total período,534,499,1033
