Quantidade de graduados de 2022 por curso e período,,,
Curso \ Período,2022.1,2022.2,Total curso
11104120 - DESIGN - D,7,11,18
11105110 - FÍSICA (LIC) - D,3,3,6
11105150 - FÍSICA (BAC) - D,1,0,1
11107110 - MATEMÁTICA (LIC) - D,3,3,6
11107150 - MATEMÁTICA (BAC) - D,0,2,2
11107210 - MATEMÁTICA (LIC) - N,2,4,6
11124100 - ENGENHARIA MECÂNICA - D,10,9,19
11126100 - ENGENHARIA DE MATERIAIS - D,5,7,12
11128100 - ENGENHARIA QUÍMICA - D,6,11,17
11133100 - ENGENHARIA DE PRODUÇÃO - D,19,10,29
11134100 - ESTATÍSTICA - D,0,4,4
11135100 - ENGENHARIA DE PETRÓLEO - D,3,7,10
12204100 - ENFERMAGEM - D,1,11,12
12205100 - MEDICINA,32,44,76
12208100 - PSICOLOGIA - D,21,31,52
12208200 - PSICOLOGIA - N,1,4,5
13301100 - ADMINISTRAÇÃO - D,24,23,47
13301200 - ADMINISTRAÇÃO - N,4,3,7
13304100 - CIÊNCIAS ECONÔMICAS - M,13,4,17
13304200 - CIÊNCIAS ECONÔMICAS - N,5,4,9
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,4,7
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,1,3,4
13306100 - COMUNICAÇÃO SOCIAL - D,6,3,9
13306200 - COMUNICAÇÃO SOCIAL - N,8,11,19
13309110 - HISTÓRIA (LIC) - D,13,7,20
13309210 - HISTÓRIA (LIC) - N,7,6,13
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,12,6,18
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,3,3,6
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,3,1,4
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,4,3,7
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N,2,0,2
13311110 - MÚSICA (LIC) - D,6,2,8
13311150 - MÚSICA (BAC) - D,2,4,6
13312110 - PEDAGOGIA (LIC) - M,2,6,8
13312210 - PEDAGOGIA (LIC) - N,9,3,12
13314210 - FILOSOFIA (LIC) - N,1,1,2
13314250 - FILOSOFIA (BAC) - N,0,2,2
13316110 - GEOGRAFIA (LIC) - M,8,6,14
13316210 - GEOGRAFIA (LIC) - N,2,7,9
13317100 - ARTE E MÍDIA - D,2,3,5
13323110 - LETRAS - LIBRAS (LIC) - D,3,2,5
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,58,55,113
14123100 - ENGENHARIA ELÉTRICA,34,32,66
15101100 - ARQUITETURA E URBANISMO - D,20,5,25
15108100 - METEOROLOGIA - D,2,2,4
15121100 - ENGENHARIA AGRÍCOLA - D,9,2,11
15122100 - ENGENHARIA CIVIL - D,20,23,43
15125100 - ENGENHARIA DE ALIMENTOS - D,7,7,14
15127100 - ENGENHARIA DE MINAS - D,4,7,11
21105210 - FÍSICA (LIC) - N,4,5,9
Curso \ Período,2022.1,2022.2,Total curso
21107110 - MATEMÁTICA (LIC) - D,2,9,11
21109210 - QUÍMICA (LIC) - N,4,12,16
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,9,6,15
21204100 - ENFERMAGEM - D,18,20,38
21205100 - MEDICINA,0,21,21
21309110 - HISTÓRIA (LIC) - M,10,9,19
21309210 - HISTÓRIA (LIC) - N,4,4,8
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M,8,7,15
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,4,10,14
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,4,16,20
21312110 - PEDAGOGIA (LICENCIATURA) - M,9,14,23
21312210 - PEDAGOGIA (LICENCIATURA) - N,11,3,14
21316110 - GEOGRAFIA (LICENCIATURA) - M,14,7,21
21316210 - GEOGRAFIA (LICENCIATURA) - N,7,12,19
31301200 - ADMINISTRAÇÃO - N,14,20,34
31340100 - SERVIÇO SOCIAL - M,10,8,18
31350100 - DIREITO - M,47,5,52
31350200 - DIREITO - N,8,37,45
31350300 - DIREITO - V,41,9,50
31360200 - CIÊNCIAS CONTÁBEIS - N,11,24,35
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,4,10,14
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,9,5,14
41207100 - ODONTOLOGIA - D,37,24,61
41403100 - ENGENHARIA FLORESTAL - D,10,7,17
41410100 - MEDICINA VETERINÁRIA - D,35,33,68
51105110 - FÍSICA (LIC) - D,1,1,2
51105210 - FÍSICA (LIC) - N,0,3,3
51107110 - MATEMÁTICA (LIC) - D,4,3,7
51107210 - MATEMÁTICA (LIC) - N,1,5,6
51109110 - QUÍMICA (LIC) - D,10,3,13
51109210 - QUÍMICA (LIC) - N,6,4,10
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,5,15,20
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,7,12,19
51203100 - FARMÁCIA - D,34,35,69
51204100 - ENFERMAGEM - D,11,29,40
51206100 - NUTRIÇÃO - D,47,38,85
71131100 - ENGENHARIA DE BIOSSISTEMAS - D,4,5,9
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,5,9,14
71133100 - ENGENHARIA DE PRODUÇÃO - D,7,9,16
71305210 - CIÊNCIAS SOCIAIS (LIC) - N,5,7,12
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,6,3,9
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N,9,5,14
71420100 - TECNOLOGIA EM AGROECOLOGIA - D,15,10,25
91122100 - ENGENHARIA CIVIL - D,22,42,64
91125100 - ENGENHARIA DE ALIMENTOS - D,6,3,9
91130100 - ENGENHARIA AMBIENTAL - D,5,10,15
91402100 - AGRONOMIA - D,13,30,43
Total período,968,1029,1997
