Quantidade de graduados de 2024 por curso e período,,,
Curso \ Período,2024.1,2024.2,Total curso
11104120 - DESIGN - D,23,16,39
11105110 - FÍSICA (LIC) - D,0,3,3
11105150 - FÍSICA (BAC) - D,1,2,3
11107110 - MATEMÁTICA (LIC) - D,3,2,5
11107210 - MATEMÁTICA (LIC) - N,0,4,4
11124100 - ENGENHARIA MECÂNICA - D,7,13,20
11126100 - ENGENHARIA DE MATERIAIS - D,7,7,14
11128100 - ENGENHARIA QUÍMICA - D,14,4,18
11133100 - ENGENHARIA DE PRODUÇÃO - D,7,7,14
11134100 - ESTATÍSTICA - D,2,0,2
11135100 - ENGENHARIA DE PETRÓLEO - D,4,10,14
12204100 - ENFERMAGEM - D,21,19,40
12205100 - MEDICINA,39,49,88
12208100 - PSICOLOGIA - D,38,31,69
12208200 - PSICOLOGIA - N,1,0,1
13301100 - ADMINISTRAÇÃO - D,10,6,16
13301200 - ADMINISTRAÇÃO - N,4,1,5
13304100 - CIÊNCIAS ECONÔMICAS - M,3,0,3
13304200 - CIÊNCIAS ECONÔMICAS - N,1,1,2
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,2,4,6
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,4,0,4
13306100 - COMUNICAÇÃO SOCIAL - D,5,4,9
13306200 - COMUNICAÇÃO SOCIAL - N,4,3,7
13309110 - HISTÓRIA (LIC) - D,14,12,26
13309210 - HISTÓRIA (LIC) - N,2,2,4
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,8,9,17
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,1,0,1
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,8,2,10
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,11,3,14
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N,3,2,5
13311110 - MÚSICA (LIC) - D,8,3,11
13311150 - MÚSICA (BAC) - D,2,4,6
13312110 - PEDAGOGIA (LIC) - M,4,17,21
13312210 - PEDAGOGIA (LIC) - N,12,5,17
13314210 - FILOSOFIA (LIC) - N,1,2,3
13314250 - FILOSOFIA (BAC) - N,1,0,1
13316110 - GEOGRAFIA (LIC) - M,2,3,5
13316210 - GEOGRAFIA (LIC) - N,4,2,6
13317100 - ARTE E MÍDIA - D,7,6,13
13323110 - LETRAS - LIBRAS (LIC) - D,2,0,2
13345110 - LICENCIATURA INTERCULTURAL INDÍGENA - D,13,0,13
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,55,50,105
14123100 - ENGENHARIA ELÉTRICA,40,17,57
15101100 - ARQUITETURA E URBANISMO - D,13,7,20
15108100 - METEOROLOGIA - D,2,2,4
15121100 - ENGENHARIA AGRÍCOLA - D,6,1,7
15122100 - ENGENHARIA CIVIL - D,22,25,47
15125100 - ENGENHARIA DE ALIMENTOS - D,10,6,16
15127100 - ENGENHARIA DE MINAS - D,1,4,5
21105210 - FÍSICA (LIC) - N,0,6,6
Curso \ Período,2024.1,2024.2,Total curso
21107110 - MATEMÁTICA (LIC) - D,2,13,15
21109210 - QUÍMICA (LIC) - N,5,5,10
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,11,3,14
21204100 - ENFERMAGEM - D,28,18,46
21205100 - MEDICINA,10,17,27
21309110 - HISTÓRIA (LIC) - M,10,13,23
21309210 - HISTÓRIA (LIC) - N,12,4,16
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M,7,5,12
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,12,4,16
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,7,3,10
21312110 - PEDAGOGIA (LICENCIATURA) - M,27,7,34
21312210 - PEDAGOGIA (LICENCIATURA) - N,22,13,35
21316110 - GEOGRAFIA (LICENCIATURA) - M,10,7,17
21316210 - GEOGRAFIA (LICENCIATURA) - N,7,11,18
31301200 - ADMINISTRAÇÃO - N,11,3,14
31340100 - SERVIÇO SOCIAL - M,4,9,13
31350100 - DIREITO - M,29,12,41
31350200 - DIREITO - N,4,52,56
31350300 - DIREITO - V,31,6,37
31360200 - CIÊNCIAS CONTÁBEIS - N,18,3,21
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,7,10,17
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,14,2,16
41207100 - ODONTOLOGIA - D,38,42,80
41403100 - ENGENHARIA FLORESTAL - D,1,4,5
41410100 - MEDICINA VETERINÁRIA - D,46,20,66
51105110 - FÍSICA (LIC) - D,3,1,4
51105210 - FÍSICA (LIC) - N,3,0,3
51107110 - MATEMÁTICA (LIC) - D,6,1,7
51107210 - MATEMÁTICA (LIC) - N,1,2,3
51109110 - QUÍMICA (LIC) - D,3,2,5
51109210 - QUÍMICA (LIC) - N,5,2,7
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,7,5,12
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,10,5,15
51203100 - FARMÁCIA - D,17,19,36
51204100 - ENFERMAGEM - D,16,26,42
51206100 - NUTRIÇÃO - D,17,7,24
71131100 - ENGENHARIA DE BIOSSISTEMAS - D,5,2,7
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,3,7,10
71133100 - ENGENHARIA DE PRODUÇÃO - D,14,4,18
71305210 - CIÊNCIAS SOCIAIS (LIC) - N,13,3,16
