Quantidade de graduados de 2019 por curso e período,,,
Curso \ Período,2019.1,2019.2,Total curso
11104120 - DESIGN - D,6,22,28
11105110 - FÍSICA (LIC) - D,1,3,4
11105150 - FÍSICA (BAC) - D,3,1,4
11107110 - MATEMÁTICA (LIC) - D,2,4,6
11107150 - MATEMÁTICA (BAC) - D,0,1,1
11107210 - MATEMÁTICA (LIC) - N,8,3,11
11124100 - ENGENHARIA MECÂNICA - D,14,18,32
11126100 - ENGENHARIA DE MATERIAIS - D,8,7,15
11128100 - ENGENHARIA QUÍMICA - D,11,18,29
11133100 - ENGENHARIA DE PRODUÇÃO - D,6,7,13
11134100 - ESTATÍSTICA - D,2,2,4
11135100 - ENGENHARIA DE PETRÓLEO - D,7,10,17
12204100 - ENFERMAGEM - D,11,14,25
12205100 - MEDICINA,38,31,69
12208200 - PSICOLOGIA - N,28,23,51
13301100 - ADMINISTRAÇÃO - D,23,12,35
13301200 - ADMINISTRAÇÃO - N,6,5,11
13304100 - CIÊNCIAS ECONÔMICAS - M,4,5,9
13304200 - CIÊNCIAS ECONÔMICAS - N,2,10,12
13305150 - CIÊNCIAS SOCIAIS (BAC) - D,3,2,5
13305210 - CIÊNCIAS SOCIAIS (LIC) - N,4,5,9
13306100 - COMUNICAÇÃO SOCIAL - D,5,9,14
13306200 - COMUNICAÇÃO SOCIAL - N,6,7,13
13309110 - HISTÓRIA (LIC) - D,6,16,22
13309210 - HISTÓRIA (LIC) - N,6,11,17
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D,7,2,9
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,2,0,2
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,2,1,3
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,6,9,15
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N,2,3,5
13311110 - MÚSICA (LIC) - D,3,1,4
13311150 - MÚSICA (BAC) - D,2,1,3
13312110 - PEDAGOGIA (LIC) - M,1,16,17
13312210 - PEDAGOGIA (LIC) - N,7,4,11
13314210 - FILOSOFIA (LIC) - N,2,4,6
13314250 - FILOSOFIA (BAC) - N,2,0,2
13316110 - GEOGRAFIA (LIC) - M,5,9,14
13316210 - GEOGRAFIA (LIC) - N,11,6,17
13317100 - ARTE E MÍDIA - D,13,4,17
13345110 - LICENCIATURA INTERCULTURAL INDÍGENA - D,30,0,30
14102100 - CIÊNCIA DA COMPUTAÇÃO - D,48,51,99
14123100 - ENGENHARIA ELÉTRICA,47,63,110
15101100 - ARQUITETURA E URBANISMO - D,20,9,29
15108100 - METEOROLOGIA - D,1,4,5
15121100 - ENGENHARIA AGRÍCOLA - D,8,5,13
15122100 - ENGENHARIA CIVIL - D,53,41,94
15125100 - ENGENHARIA DE ALIMENTOS - D,4,6,10
15127100 - ENGENHARIA DE MINAS - D,5,6,11
21103114 - CIÊNCIAS - FÍSICA (LIC) - M,1,0,1
21105210 - FÍSICA (LIC) - N,0,5,5
Curso \ Período,2019.1,2019.2,Total curso
21107110 - MATEMÁTICA (LIC) - D,5,18,23
21109210 - QUÍMICA (LIC) - N,5,10,15
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M,4,1,5
21204100 - ENFERMAGEM - D,15,22,37
21205100 - MEDICINA,2,18,20
21309110 - HISTÓRIA (LIC) - M,7,17,24
21309210 - HISTÓRIA (LIC) - N,8,4,12
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M,5,6,11
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D,5,6,11
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N,14,13,27
21312110 - PEDAGOGIA (LICENCIATURA) - M,14,6,20
21312210 - PEDAGOGIA (LICENCIATURA) - N,16,5,21
21316110 - GEOGRAFIA (LICENCIATURA) - M,2,15,17
21316210 - GEOGRAFIA (LICENCIATURA) - N,5,12,17
31301200 - ADMINISTRAÇÃO - N,17,13,30
31340100 - SERVIÇO SOCIAL - M,11,14,25
31350100 - DIREITO - M,6,49,55
31350200 - DIREITO - N,40,2,42
31350300 - DIREITO - V,2,35,37
31360200 - CIÊNCIAS CONTÁBEIS - N,29,10,39
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,9,15,24
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,8,6,14
41207100 - ODONTOLOGIA - D,44,28,72
41403100 - ENGENHARIA FLORESTAL - D,1,5,6
41410100 - MEDICINA VETERINÁRIA - D,27,39,66
51105110 - FÍSICA (LIC) - D,2,1,3
51105210 - FÍSICA (LIC) - N,1,2,3
51107110 - MATEMÁTICA (LIC) - D,4,4,8
51107210 - MATEMÁTICA (LIC) - N,0,3,3
51109110 - QUÍMICA (LIC) - D,7,5,12
51109210 - QUÍMICA (LIC) - N,3,3,6
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D,9,11,20
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N,3,10,13
51203100 - FARMÁCIA - D,20,43,63
51204100 - ENFERMAGEM - D,17,13,30
51206100 - NUTRIÇÃO - D,22,33,55
51206200 - NUTRIÇÃO - N,1,0,1
71131100 - ENGENHARIA DE BIOSSISTEMAS - D,3,7,10
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,8,8,16
71133100 - ENGENHARIA DE PRODUÇÃO - D,10,22,32
71305210 - CIÊNCIAS SOCIAIS (LIC) - N,7,6,13
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,12,8,20
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N,17,20,37
